Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Academy Del Sol  Inc.,0400797,PIMA COUNTY,04019,1-Yes,6-Not a Title I school,0403,No,1-Primary,556,,276,280,15,1,423,14,91,6,6,040079703230,Academy Del Sol - Hope,90199,"Academy Del Sol, Inc.",32.0,2015,1,0.49640287769784175,0.5035971223021583,0.02697841726618705,0.0017985611510791368,0.7607913669064749,0.025179856115107913,0.16366906474820145,0.01079136690647482,0.01079136690647482,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Academy of Building Industries  Inc.,0400414,MOHAVE COUNTY,04015,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0404,No,3-High,107,,63,44,0,0,31,6,69,0,1,040041402412,Academy of Building Industries,85540,"Academy of Building Industries, Inc.",9.0,2015,1,0.5887850467289719,0.411214953271028,0.0,0.0,0.2897196261682243,0.056074766355140186,0.6448598130841121,0.0,0.009345794392523364,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Academy of Mathematics and Science  Inc.,0400368,PIMA COUNTY,04019,1-Yes,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,4-Other,412,311,204,208,17,9,265,23,78,0,20,040036802037,Academy of Math and Science,79961,"Academy of Mathematics and Science, Inc.",61.5,2015,1,0.49514563106796117,0.5048543689320388,0.0412621359223301,0.021844660194174758,0.6432038834951457,0.055825242718446605,0.18932038834951456,0.0,0.04854368932038835,0.7548543689320388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Academy of Mathematics and Science South  Inc.,0400891,MARICOPA COUNTY,04013,1-Yes,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,231,202,116,115,2,3,164,36,20,0,6,040089103399,Academy of Mathematics and Science South,90878,"Academy of Mathematics and Science South, Inc.",23.0,2015,1,0.5021645021645021,0.49783549783549785,0.008658008658008658,0.012987012987012988,0.70995670995671,0.15584415584415584,0.08658008658008658,0.0,0.025974025974025976,0.8744588744588745,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Academy of Tucson  Inc.,0400202,PIMA COUNTY,04019,1-Yes,6-Not a Title I school,0402,No,1-Primary,283,,131,152,2,7,63,10,189,3,9,040020203141,Academy of Tucson Elementary School,78897,"Academy of Tucson, Inc.",56.0,2015,1,0.4628975265017668,0.5371024734982333,0.007067137809187279,0.024734982332155476,0.2226148409893993,0.0353356890459364,0.6678445229681979,0.01060070671378092,0.03180212014134275,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Academy of Tucson  Inc.,0400202,PIMA COUNTY,04019,1-Yes,6-Not a Title I school,0402,No,3-High,154,,78,76,1,2,36,8,102,2,3,040020201959,Academy of Tucson High School,78897,"Academy of Tucson, Inc.",39.0,2015,1,0.5064935064935064,0.4935064935064935,0.006493506493506494,0.012987012987012988,0.23376623376623376,0.05194805194805195,0.6623376623376623,0.012987012987012988,0.01948051948051948,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Academy of Tucson  Inc.,0400202,PIMA COUNTY,04019,1-Yes,6-Not a Title I school,0402,No,2-Middle,260,,116,144,4,6,53,15,164,2,16,040020202312,Academy of Tucson Middle School,78897,"Academy of Tucson, Inc.",52.0,2015,1,0.4461538461538462,0.5538461538461539,0.015384615384615385,0.023076923076923078,0.20384615384615384,0.057692307692307696,0.6307692307692307,0.007692307692307693,0.06153846153846154,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Academy with Community Partners  Inc,0400276,MARICOPA COUNTY,04013,1-Yes,5-Title I schoolwide school,0405,No,3-High,140,,84,56,4,1,65,7,58,2,3,040027601841,Academy with Community Partners,79213,Academy with Community Partners  Inc,3.0,2015,1,0.6,0.4,0.02857142857142857,0.007142857142857143,0.4642857142857143,0.05,0.4142857142857143,0.014285714285714285,0.02142857142857143,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Accelerated Learning Center  Inc.,0400121,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0406,No,3-High,198,,110,88,0,2,19,1,175,0,1,040012101581,Accelerated Learning Center,4297,"Accelerated Learning Center, Inc.",19.0,2015,1,0.5555555555555556,0.4444444444444444,0.0,0.010101010101010102,0.09595959595959595,0.005050505050505051,0.8838383838383839,0.0,0.005050505050505051,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Accelerated Elementary and Secondary Schools,0400129,PIMA COUNTY,04019,1-Yes,5-Title I schoolwide school,0403,No,4-Other,220,,121,99,1,3,117,9,84,1,5,040012901790,Accelerated Learning Laboratory,6364,Accelerated Elementary and Secondary Schools,43.5,2015,1,0.55,0.45,0.004545454545454545,0.013636363636363636,0.5318181818181819,0.04090909090909091,0.38181818181818183,0.004545454545454545,0.022727272727272728,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Acclaim Charter School,0400122,MARICOPA COUNTY,04013,1-Yes,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,396,345,193,203,0,0,388,3,2,0,3,040012201585,ACCLAIM Academy,4325,Acclaim Charter School,20.5,2015,1,0.48737373737373735,0.5126262626262627,0.0,0.0,0.9797979797979798,0.007575757575757576,0.005050505050505051,0.0,0.007575757575757576,0.8712121212121212,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acorn Montessori Charter School,0400320,YAVAPAI COUNTY,04025,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0404,Yes participating without using any Provision or the CEO,1-Primary,284,187,137,147,5,1,66,4,201,4,3,040032002227,Acorn Montessori Charter School,79437,Acorn Montessori Charter School,41.0,2015,1,0.4823943661971831,0.5176056338028169,0.017605633802816902,0.0035211267605633804,0.2323943661971831,0.014084507042253521,0.7077464788732394,0.014084507042253521,0.01056338028169014,0.6584507042253521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mesa Unified District,0404970,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,1-Primary,778,628,379,399,135,16,444,76,83,0,24,040497000378,Adams Elementary School,4235,Mesa Unified District,21.5,2015,0,0.487146529562982,0.512853470437018,0.17352185089974292,0.02056555269922879,0.570694087403599,0.09768637532133675,0.10668380462724936,0.0,0.030848329048843187,0.8071979434447301,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Choice Academies  Inc.,0400805,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0406,Yes participating without using any Provision or the CEO,1-Primary,854,0,437,417,4,152,75,13,571,0,39,040080503050,Adams Traditional Academy,90138,"Choice Academies, Inc.",72.0,2015,1,0.5117096018735363,0.4882903981264637,0.00468384074941452,0.17798594847775176,0.08782201405152225,0.01522248243559719,0.6686182669789227,0.0,0.04566744730679157,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Educational Impact  Inc.,0400613,PIMA COUNTY,04019,1-Yes,6-Not a Title I school,0402,Yes participating without using any Provision or the CEO,1-Primary,109,0,53,56,1,2,38,8,51,2,7,040061302553,Adventure School,81123,"Educational Impact, Inc.",54.0,2015,1,0.48623853211009177,0.5137614678899083,0.009174311926605505,0.01834862385321101,0.3486238532110092,0.07339449541284404,0.46788990825688076,0.01834862385321101,0.06422018348623854,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tanque Verde Unified District,0408280,PIMA COUNTY,04019,2-No,2-Title I targeted assistance school,0402,Yes participating without using any Provision or the CEO,1-Primary,493,79,240,253,7,9,75,1,385,0,16,040828001150,Agua Caliente School,4408,Tanque Verde Unified District,60.0,2015,0,0.486815415821501,0.513184584178499,0.014198782961460446,0.018255578093306288,0.15212981744421908,0.002028397565922921,0.7809330628803245,0.0,0.032454361054766734,0.16024340770791076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Agua Fria Union High School District,0400450,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,3-High,1725,1089,854,871,17,31,1073,219,339,7,39,040045000001,Agua Fria High School,4289,Agua Fria Union High School District,23.0,2015,0,0.4950724637681159,0.504927536231884,0.009855072463768115,0.017971014492753623,0.6220289855072464,0.12695652173913044,0.19652173913043477,0.004057971014492754,0.022608695652173914,0.6313043478260869,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Aguila Elementary District,0400480,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,1-Primary,164,145,78,86,0,0,148,0,11,0,5,040048000002,Aguila Elementary School,4249,Aguila Elementary District,19.5,2015,0,0.47560975609756095,0.524390243902439,0.0,0.0,0.9024390243902439,0.0,0.06707317073170732,0.0,0.03048780487804878,0.8841463414634146,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tempe School District,0408310,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,1-Primary,516,397,256,260,52,4,364,31,55,5,5,040831000763,Aguilar School,4258,Tempe School District,19.5,2015,0,0.49612403100775193,0.5038759689922481,0.10077519379844961,0.007751937984496124,0.7054263565891473,0.060077519379844964,0.1065891472868217,0.009689922480620155,0.009689922480620155,0.7693798449612403,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ajo Unified District,0400520,PIMA COUNTY,04019,2-No,5-Title I schoolwide school,0403,No,1-Primary,300,,160,140,44,9,202,1,40,0,4,040052000003,Ajo Elementary School,4409,Ajo Unified District,19.5,2015,0,0.5333333333333333,0.4666666666666667,0.14666666666666667,0.03,0.6733333333333333,0.0033333333333333335,0.13333333333333333,0.0,0.013333333333333334,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Ajo Unified District,0400520,PIMA COUNTY,04019,2-No,5-Title I schoolwide school,0403,No,3-High,114,,65,49,18,8,77,0,10,0,1,040052003063,Ajo High School,4409,Ajo Unified District,36.0,2015,0,0.5701754385964912,0.4298245614035088,0.15789473684210525,0.07017543859649122,0.6754385964912281,0.0,0.08771929824561403,0.0,0.008771929824561403,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Akimel O'Otham Pee Posh Charter School  Inc.,0400404,PINAL COUNTY,04021,1-Yes,5-Title I schoolwide school,0401,No,1-Primary,165,,91,74,161,0,4,0,0,0,0,040040401993,Akimel O'Otham Pee Posh (3-5),78966,"Akimel O'Otham Pee Posh Charter School, Inc.",13.5,2015,1,0.5515151515151515,0.4484848484848485,0.9757575757575757,0.0,0.024242424242424242,0.0,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
American Leadership Academy  Inc.,0400112,MARICOPA COUNTY,04013,1-Yes,6-Not a Title I school,0405,No,1-Primary,741,,361,380,8,7,114,23,576,1,12,040011203328,ALA QC  Elem,4348,"American Leadership Academy, Inc.",53.5,2015,1,0.48717948717948717,0.5128205128205128,0.010796221322537112,0.009446693657219974,0.15384615384615385,0.0310391363022942,0.7773279352226721,0.001349527665317139,0.016194331983805668,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Whiteriver Unified District,0409160,NAVAJO COUNTY,04017,2-No,5-Title I schoolwide school,0401,Yes under Provision 2,3-High,517,0,269,248,506,1,3,0,0,0,7,040916000005,Alchesay High School,4394,Whiteriver Unified District,3.0,2015,0,0.5203094777562862,0.4796905222437137,0.9787234042553191,0.0019342359767891683,0.005802707930367505,0.0,0.0,0.0,0.013539651837524178,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Phoenix Union High School District,0406330,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,3-High,2770,2422,1451,1319,37,160,2153,238,151,6,25,040633000538,Alhambra High School,4286,Phoenix Union High School District,19.5,2015,0,0.523826714801444,0.47617328519855595,0.013357400722021661,0.05776173285198556,0.7772563176895307,0.08592057761732852,0.05451263537906137,0.0021660649819494585,0.009025270758122744,0.8743682310469314,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alhambra Elementary District,0400600,MARICOPA COUNTY,04013,2-No,4-Title I schoolwide eligible school-No program,0407,Yes participating without using any Provision or the CEO,1-Primary,752,381,357,395,11,15,512,58,143,0,13,040060001283,Alhambra Traditional School,4280,Alhambra Elementary District,73.0,2015,0,0.4747340425531915,0.5252659574468085,0.014627659574468085,0.0199468085106383,0.6808510638297872,0.07712765957446809,0.1901595744680851,0.0,0.017287234042553192,0.5066489361702128,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Yuma Elementary District,0409600,YUMA COUNTY,04027,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,358,204,196,162,2,8,248,6,92,2,0,040960000981,Alice Byrne Elementary School,4499,Yuma Elementary District,49.5,2015,0,0.547486033519553,0.45251396648044695,0.00558659217877095,0.0223463687150838,0.6927374301675978,0.01675977653631285,0.2569832402234637,0.00558659217877095,0.0,0.5698324022346368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Tucson Unified District,0408800,PIMA COUNTY,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,2-Middle,637,411,341,296,19,13,318,45,203,4,35,040880000817,Alice Vail Middle School,4403,Tucson Unified District,39.5,2015,0,0.5353218210361067,0.46467817896389324,0.029827315541601257,0.02040816326530612,0.49921507064364207,0.0706436420722135,0.31868131868131866,0.006279434850863423,0.054945054945054944,0.6452119309262166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
All Aboard Charter School,0400396,MARICOPA COUNTY,04013,1-Yes,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,110,86,57,53,4,0,56,11,34,0,5,040039602306,All Aboard Charter School,79969,All Aboard Charter School,51.5,2015,1,0.5181818181818182,0.4818181818181818,0.03636363636363636,0.0,0.509090909090909,0.1,0.3090909090909091,0.0,0.045454545454545456,0.7818181818181819,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alpine Elementary District,0400630,APACHE COUNTY,04001,2-No,6-Not a Title I school,0401,No,1-Primary,58,,28,30,2,0,11,0,45,0,0,040063000019,Alpine Elementary School,4161,Alpine Elementary District,59.5,2015,0,0.4827586206896552,0.5172413793103449,0.034482758620689655,0.0,0.1896551724137931,0.0,0.7758620689655172,0.0,0.0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Isaac Elementary District,0403960,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,775,0,396,379,6,2,724,27,15,0,1,040396000314,Alta E Butler School,4259,Isaac Elementary District,16.5,2015,0,0.5109677419354839,0.4890322580645161,0.007741935483870968,0.0025806451612903226,0.9341935483870968,0.03483870967741935,0.01935483870967742,0.0,0.0012903225806451613,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Peoria Unified School District,0406250,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,1-Primary,837,554,460,377,10,41,501,43,222,1,19,040625000507,Alta Loma School,4237,Peoria Unified School District,30.0,2015,0,0.5495818399044206,0.45041816009557945,0.011947431302270013,0.04898446833930705,0.5985663082437276,0.05137395459976105,0.26523297491039427,0.0011947431302270011,0.022700119474313024,0.6618876941457587,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Washington Elementary School District,0409060,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0406,Yes under Community Eligibility Option (CEO),1-Primary,647,0,332,315,25,22,332,116,129,0,23,040906000916,Alta Vista Elementary School,4260,Washington Elementary School District,24.0,2015,0,0.5131375579598145,0.4868624420401855,0.03863987635239567,0.03400309119010819,0.5131375579598145,0.17928902627511592,0.19938176197836166,0.0,0.03554868624420402,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Altar Valley Elementary District,0404770,PIMA COUNTY,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,2-Middle,311,194,157,154,19,2,168,0,116,0,6,040477001005,Altar Valley Middle School,4418,Altar Valley Elementary District,21.5,2015,0,0.5048231511254019,0.49517684887459806,0.06109324758842444,0.006430868167202572,0.5401929260450161,0.0,0.3729903536977492,0.0,0.01929260450160772,0.6237942122186495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Tucson Youth Development/ACE Charter High School,0400079,PIMA COUNTY,04019,1-Yes,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,3-High,134,130,71,63,5,0,107,7,15,0,0,040007901008,Alternative Computerized Education (ACE) Charter High School,4422,Tucson Youth Development/ACE Charter High School,4.5,2015,1,0.5298507462686567,0.4701492537313433,0.03731343283582089,0.0,0.7985074626865671,0.05223880597014925,0.11194029850746269,0.0,0.0,0.9701492537313433,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Baboquivari Unified School District #40,0403950,PIMA COUNTY,04019,2-No,5-Title I schoolwide school,0403,No,3-High,45,,30,15,43,0,2,0,0,0,0,040395003222,Alternative High School (Indian Oasis High School),4412,Baboquivari Unified School District #40,,2015,0,0.6666666666666666,0.3333333333333333,0.9555555555555556,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Baboquivari Unified School District #40,0403950,PIMA COUNTY,04019,2-No,4-Title I schoolwide eligible school-No program,0403,No,2-Middle,8,,7,1,7,0,1,0,0,0,0,040395003210,Alternative Middle School (Indian Oasis Middle School),4412,Baboquivari Unified School District #40,,2015,0,0.875,0.125,0.875,0.0,0.125,0.0,0.0,0.0,0.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Pendergast Elementary District,0406210,MARICOPA COUNTY,04013,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,706,324,382,324,8,5,617,36,36,0,4,040621002570,Amberlea Elementary School,4283,Pendergast Elementary District,25.5,2015,0,0.5410764872521246,0.45892351274787535,0.0113314447592068,0.007082152974504249,0.8739376770538244,0.05099150141643059,0.05099150141643059,0.0,0.0056657223796034,0.45892351274787535,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
