State Name,Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio,School ID - NCES Assigned,School Name,District Entity ID,District Name,Percent Passing,Subject
Arizona,Washington Elementary School District,"=""0409060""",Maricopa County,"=""04013""",2-No,4-Title I schoolwide eligible school-No program,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,602,289,287,315,11,58,205,29,273,5,21,30.25,19.90,"=""040906000652""",Abraham Lincoln Traditional School,4260,Washington Elementary School District,59,Math
Arizona,Washington Elementary School District,"=""0409060""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Yes under Community Eligibility Option (CEO),1-Primary,824,824,417,407,21,23,349,37,365,3,26,37.30,22.09,"=""040906000915""",Acacia Elementary School,4260,Washington Elementary School District,50,English Language Arts
Arizona,Washington Elementary School District,"=""0409060""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Yes under Community Eligibility Option (CEO),1-Primary,824,824,417,407,21,23,349,37,365,3,26,37.30,22.09,"=""040906000915""",Acacia Elementary School,4260,Washington Elementary School District,50,Math
Arizona,Vail Unified District,"=""0408850""",Pima County,"=""04019""",1-Yes,2-Title I targeted assistance school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,623,5,330,293,3,8,197,9,374,"=""0""",32,–,–,"=""040885001510""",Acacia Elementary School,4413,Vail Unified District,62,English Language Arts
Arizona,Vail Unified District,"=""0408850""",Pima County,"=""04019""",1-Yes,2-Title I targeted assistance school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,623,5,330,293,3,8,197,9,374,"=""0""",32,–,–,"=""040885001510""",Acacia Elementary School,4413,Vail Unified District,71,Math
Arizona,Ed Ahead,"=""0400817""",Pima County,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes under Community Eligibility Option (CEO),1-Primary,78,78,36,42,10,"=""0""",36,5,24,"=""0""",3,–,–,"=""040081703191""",Academy Adventures Midtown,90506,Ed Ahead,21,English Language Arts
Arizona,Ed Ahead,"=""0400817""",Pima County,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes under Community Eligibility Option (CEO),1-Primary,78,78,36,42,10,"=""0""",36,5,24,"=""0""",3,–,–,"=""040081703191""",Academy Adventures Midtown,90506,Ed Ahead,8,Math
Arizona,Academy Del Sol  Inc.,"=""0400797""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,109,–,52,57,3,"=""0""",71,6,29,"=""0""","=""0""",–,–,"=""040079702994""",Academy Del Sol,90199,"Academy Del Sol, Inc.",19,English Language Arts
Arizona,Academy Del Sol  Inc.,"=""0400797""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,109,–,52,57,3,"=""0""",71,6,29,"=""0""","=""0""",–,–,"=""040079702994""",Academy Del Sol,90199,"Academy Del Sol, Inc.",24,Math
Arizona,Academy Del Sol  Inc.,"=""0400797""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",No,1-Primary,569,–,286,283,15,1,466,7,73,2,5,–,–,"=""040079703230""",Academy Del Sol - Hope,90199,"Academy Del Sol, Inc.",43,English Language Arts
Arizona,Academy Del Sol  Inc.,"=""0400797""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",No,1-Primary,569,–,286,283,15,1,466,7,73,2,5,–,–,"=""040079703230""",Academy Del Sol - Hope,90199,"Academy Del Sol, Inc.",44,Math
Arizona,Academy of Building Industries  Inc.,"=""0400414""",Mohave County,"=""04015""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",No,3-High,99,81,60,39,"=""0""","=""0""",17,2,79,"=""0""",1,–,–,"=""040041402412""",Academy of Building Industries,85540,"Academy of Building Industries, Inc.",12,English Language Arts
Arizona,Academy of Building Industries  Inc.,"=""0400414""",Mohave County,"=""04015""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",No,3-High,99,81,60,39,"=""0""","=""0""",17,2,79,"=""0""",1,–,–,"=""040041402412""",Academy of Building Industries,85540,"Academy of Building Industries, Inc.",29,Math
Arizona,Academy of Mathematics and Science Inc. 1,"=""0400368""",Pima County,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,4-Other,431,318,212,219,14,13,271,18,95,"=""0""",20,–,–,"=""040036802037""",Academy of Math and Science,79961,"Academy of Mathematics and Science, Inc.",62,English Language Arts
Arizona,Academy of Mathematics and Science Inc. 1,"=""0400368""",Pima County,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,4-Other,431,318,212,219,14,13,271,18,95,"=""0""",20,–,–,"=""040036802037""",Academy of Math and Science,79961,"Academy of Mathematics and Science, Inc.",71,Math
ARIZONA,Academy of Mathematics and Science Inc. 2,"=""0400940""",Maricopa County,"=""04013""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,397,291,198,199,1,"=""0""",363,22,9,"=""0""",2,–,–,"=""040094003499""",Academy of Math and Science Camelback,92768,"Academy of Mathematics and Science, Inc.",33,English Language Arts
ARIZONA,Academy of Mathematics and Science Inc. 2,"=""0400940""",Maricopa County,"=""04013""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,397,291,198,199,1,"=""0""",363,22,9,"=""0""",2,–,–,"=""040094003499""",Academy of Math and Science Camelback,92768,"Academy of Mathematics and Science, Inc.",27,Math
Arizona,Academy of Mathematics and Science South  Inc.,"=""0400891""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,312,250,150,162,3,2,261,28,10,"=""0""",8,–,–,"=""040089103399""",Academy of Mathematics and Science South,90878,"Academy of Mathematics and Science South, Inc.",29,English Language Arts
Arizona,Academy of Mathematics and Science South  Inc.,"=""0400891""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,312,250,150,162,3,2,261,28,10,"=""0""",8,–,–,"=""040089103399""",Academy of Mathematics and Science South,90878,"Academy of Mathematics and Science South, Inc.",26,Math
Arizona,Academy of Tucson  Inc.,"=""0400202""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,1-Primary,292,–,138,154,1,7,70,6,192,3,13,–,–,"=""040020203141""",Academy of Tucson Elementary School,78897,"Academy of Tucson, Inc.",59,English Language Arts
Arizona,Academy of Tucson  Inc.,"=""0400202""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,1-Primary,292,–,138,154,1,7,70,6,192,3,13,–,–,"=""040020203141""",Academy of Tucson Elementary School,78897,"Academy of Tucson, Inc.",50,Math
Arizona,Academy of Tucson  Inc.,"=""0400202""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,3-High,152,–,72,80,1,1,30,8,104,2,6,–,–,"=""040020201959""",Academy of Tucson High School,78897,"Academy of Tucson, Inc.",50,English Language Arts
Arizona,Academy of Tucson  Inc.,"=""0400202""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,3-High,152,–,72,80,1,1,30,8,104,2,6,–,–,"=""040020201959""",Academy of Tucson High School,78897,"Academy of Tucson, Inc.",48,Math
Arizona,Academy of Tucson  Inc.,"=""0400202""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,2-Middle,264,–,102,162,2,6,65,14,157,3,17,–,–,"=""040020202312""",Academy of Tucson Middle School,78897,"Academy of Tucson, Inc.",53,English Language Arts
Arizona,Academy of Tucson  Inc.,"=""0400202""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,2-Middle,264,–,102,162,2,6,65,14,157,3,17,–,–,"=""040020202312""",Academy of Tucson Middle School,78897,"Academy of Tucson, Inc.",38,Math
Arizona,Academy with Community Partners  Inc,"=""0400276""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0405""",No,3-High,132,103,69,63,3,"=""0""",74,11,38,2,4,–,–,"=""040027601841""",Academy with Community Partners,79213,Academy with Community Partners  Inc,<2,English Language Arts
Arizona,Academy with Community Partners  Inc,"=""0400276""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0405""",No,3-High,132,103,69,63,3,"=""0""",74,11,38,2,4,–,–,"=""040027601841""",Academy with Community Partners,79213,Academy with Community Partners  Inc,9,Math
Arizona,Accelerated Learning Center  Inc.,"=""0400121""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",No,3-High,204,3,122,82,7,1,34,1,154,"=""0""",7,–,–,"=""040012101581""",Accelerated Learning Center,4297,"Accelerated Learning Center, Inc.",44,English Language Arts
Arizona,Accelerated Learning Center  Inc.,"=""0400121""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",No,3-High,204,3,122,82,7,1,34,1,154,"=""0""",7,–,–,"=""040012101581""",Accelerated Learning Center,4297,"Accelerated Learning Center, Inc.",13,Math
Arizona,Accelerated Elementary and Secondary Schools,"=""0400129""",Pima County,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0403""",No,4-Other,206,57,124,82,1,5,107,9,79,2,3,–,–,"=""040012901790""",Accelerated Learning Laboratory,6364,Accelerated Elementary and Secondary Schools,53,English Language Arts
Arizona,Accelerated Elementary and Secondary Schools,"=""0400129""",Pima County,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0403""",No,4-Other,206,57,124,82,1,5,107,9,79,2,3,–,–,"=""040012901790""",Accelerated Learning Laboratory,6364,Accelerated Elementary and Secondary Schools,65,Math
Arizona,Acclaim Charter School,"=""0400122""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,405,235,204,201,"=""0""","=""0""",388,6,8,"=""0""",3,–,–,"=""040012201585""",ACCLAIM Academy,4325,Acclaim Charter School,30,English Language Arts
Arizona,Acclaim Charter School,"=""0400122""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,405,235,204,201,"=""0""","=""0""",388,6,8,"=""0""",3,–,–,"=""040012201585""",ACCLAIM Academy,4325,Acclaim Charter School,16,Math
Arizona,Acorn Montessori Charter School,"=""0400320""",Yavapai County,"=""04025""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,319,178,176,143,3,"=""0""",95,5,207,4,5,–,–,"=""040032002227""",Acorn Montessori Charter School,79437,Acorn Montessori Charter School,46,English Language Arts
Arizona,Acorn Montessori Charter School,"=""0400320""",Yavapai County,"=""04025""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,319,178,176,143,3,"=""0""",95,5,207,4,5,–,–,"=""040032002227""",Acorn Montessori Charter School,79437,Acorn Montessori Charter School,48,Math
Arizona,Mesa Unified District,"=""0404970""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,757,689,375,382,140,4,414,83,82,10,24,40.45,18.71,"=""040497000378""",Adams Elementary School,4235,Mesa Unified District,24,English Language Arts
Arizona,Mesa Unified District,"=""0404970""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,757,689,375,382,140,4,414,83,82,10,24,40.45,18.71,"=""040497000378""",Adams Elementary School,4235,Mesa Unified District,29,Math
Arizona,Choice Academies  Inc.,"=""0400805""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,829,–,426,403,6,175,48,18,552,1,29,–,–,"=""040080503050""",Adams Traditional Academy,90138,"Choice Academies, Inc.",77,English Language Arts
Arizona,Choice Academies  Inc.,"=""0400805""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,829,–,426,403,6,175,48,18,552,1,29,–,–,"=""040080503050""",Adams Traditional Academy,90138,"Choice Academies, Inc.",80,Math
Arizona,Educational Impact  Inc.,"=""0400613""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,110,–,58,52,2,2,45,8,47,"=""0""",6,–,–,"=""040061302553""",Adventure School,81123,"Educational Impact, Inc.",52,English Language Arts
Arizona,Educational Impact  Inc.,"=""0400613""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,110,–,58,52,2,2,45,8,47,"=""0""",6,–,–,"=""040061302553""",Adventure School,81123,"Educational Impact, Inc.",60,Math
Arizona,Tanque Verde Unified District,"=""0408280""",Pima County,"=""04019""",2-No,1-Title I targeted assistance eligible school-No program,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,492,73,237,255,8,7,83,"=""0""",384,"=""0""",10,31.93,15.41,"=""040828001150""",Agua Caliente School,4408,Tanque Verde Unified District,66,English Language Arts
Arizona,Tanque Verde Unified District,"=""0408280""",Pima County,"=""04019""",2-No,1-Title I targeted assistance eligible school-No program,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,492,73,237,255,8,7,83,"=""0""",384,"=""0""",10,31.93,15.41,"=""040828001150""",Agua Caliente School,4408,Tanque Verde Unified District,66,Math
Arizona,Agua Fria Union High School District,"=""0400450""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,3-High,1736,429,851,885,13,29,1121,193,341,5,34,96.10,18.06,"=""040045000001""",Agua Fria High School,4289,Agua Fria Union High School District,24,English Language Arts
Arizona,Agua Fria Union High School District,"=""0400450""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,3-High,1736,429,851,885,13,29,1121,193,341,5,34,96.10,18.06,"=""040045000001""",Agua Fria High School,4289,Agua Fria Union High School District,33,Math
Arizona,Aguila Elementary District,"=""0400480""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,155,139,77,78,"=""0""","=""0""",145,"=""0""",6,"=""0""",4,9.00,17.22,"=""040048000002""",Aguila Elementary School,4249,Aguila Elementary District,31,English Language Arts
Arizona,Aguila Elementary District,"=""0400480""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,155,139,77,78,"=""0""","=""0""",145,"=""0""",6,"=""0""",4,9.00,17.22,"=""040048000002""",Aguila Elementary School,4249,Aguila Elementary District,38,Math
Arizona,Tempe School District,"=""0408310""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,472,367,249,223,38,3,339,32,49,4,7,30.68,15.38,"=""040831000763""",Aguilar School,4258,Tempe School District,30,English Language Arts
Arizona,Tempe School District,"=""0408310""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,472,367,249,223,38,3,339,32,49,4,7,30.68,15.38,"=""040831000763""",Aguilar School,4258,Tempe School District,33,Math
ARIZONA,Espiritu Schools,"=""0400939""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0407""",Yes participating without using any Provision or the CEO,3-High,24,7,11,13,"=""0""","=""0""",21,2,1,"=""0""","=""0""",–,–,"=""040093903495""",AIM Higher College Prep Academy,92902,Espiritu Schools,22,English Language Arts
ARIZONA,Espiritu Schools,"=""0400939""",Maricopa County,"=""04013""",1-Yes,6-Not a Title I school,"=""0407""",Yes participating without using any Provision or the CEO,3-High,24,7,11,13,"=""0""","=""0""",21,2,1,"=""0""","=""0""",–,–,"=""040093903495""",AIM Higher College Prep Academy,92902,Espiritu Schools,43,Math
Arizona,Ajo Unified District,"=""0400520""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,301,3,155,146,30,7,198,"=""0""",58,2,6,‡,–,"=""040052000003""",Ajo Elementary School,4409,Ajo Unified District,21,English Language Arts
Arizona,Ajo Unified District,"=""0400520""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,301,3,155,146,30,7,198,"=""0""",58,2,6,‡,–,"=""040052000003""",Ajo Elementary School,4409,Ajo Unified District,20,Math
Arizona,Ajo Unified District,"=""0400520""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",No,3-High,118,–,67,51,16,5,81,"=""0""",15,"=""0""",1,7.00,16.86,"=""040052003063""",Ajo High School,4409,Ajo Unified District,26,English Language Arts
Arizona,Ajo Unified District,"=""0400520""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",No,3-High,118,–,67,51,16,5,81,"=""0""",15,"=""0""",1,7.00,16.86,"=""040052003063""",Ajo High School,4409,Ajo Unified District,27,Math
Arizona,Akimel O'Otham Pee Posh Charter School Inc. 2,"=""0400404""",Pinal County,"=""04021""",1-Yes,5-Title I schoolwide school,"=""0401""",No,1-Primary,140,120,76,64,139,"=""0""",1,"=""0""","=""0""","=""0""","=""0""",–,–,"=""040040401993""",Akimel O'Otham Pee Posh (3-5),78966,"Akimel O'Otham Pee Posh Charter School, Inc.",19,English Language Arts
Arizona,Akimel O'Otham Pee Posh Charter School Inc. 2,"=""0400404""",Pinal County,"=""04021""",1-Yes,5-Title I schoolwide school,"=""0401""",No,1-Primary,140,120,76,64,139,"=""0""",1,"=""0""","=""0""","=""0""","=""0""",–,–,"=""040040401993""",Akimel O'Otham Pee Posh (3-5),78966,"Akimel O'Otham Pee Posh Charter School, Inc.",27,Math
Arizona,American Leadership Academy  Inc.,"=""0400112""",Maricopa County,"=""04013""",1-Yes,2-Title I targeted assistance school,"=""0405""",No,1-Primary,741,163,371,370,6,5,99,18,593,2,18,–,–,"=""040011203328""",ALA QC  Elem,4348,"American Leadership Academy, Inc.",55,English Language Arts
Arizona,American Leadership Academy  Inc.,"=""0400112""",Maricopa County,"=""04013""",1-Yes,2-Title I targeted assistance school,"=""0405""",No,1-Primary,741,163,371,370,6,5,99,18,593,2,18,–,–,"=""040011203328""",ALA QC  Elem,4348,"American Leadership Academy, Inc.",57,Math
Arizona,Whiteriver Unified District,"=""0409160""",Navajo County,"=""04017""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Community Eligibility Option (CEO),3-High,474,18,248,226,460,2,5,"=""0""","=""0""","=""0""",7,27.60,17.17,"=""040916000005""",Alchesay High School,4394,Whiteriver Unified District,4,English Language Arts
Arizona,Whiteriver Unified District,"=""0409160""",Navajo County,"=""04017""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Community Eligibility Option (CEO),3-High,474,18,248,226,460,2,5,"=""0""","=""0""","=""0""",7,27.60,17.17,"=""040916000005""",Alchesay High School,4394,Whiteriver Unified District,2,Math
Arizona,Phoenix Union High School District,"=""0406330""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,3-High,2775,2477,1494,1281,44,136,2179,222,155,10,29,145.80,19.03,"=""040633000538""",Alhambra High School,4286,Phoenix Union High School District,15,English Language Arts
Arizona,Phoenix Union High School District,"=""0406330""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,3-High,2775,2477,1494,1281,44,136,2179,222,155,10,29,145.80,19.03,"=""040633000538""",Alhambra High School,4286,Phoenix Union High School District,19,Math
Arizona,Alhambra Elementary District,"=""0400600""",Maricopa County,"=""04013""",2-No,4-Title I schoolwide eligible school-No program,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,741,417,335,406,9,15,515,55,134,1,12,29.00,25.55,"=""040060001283""",Alhambra Traditional School,4280,Alhambra Elementary District,75,English Language Arts
Arizona,Alhambra Elementary District,"=""0400600""",Maricopa County,"=""04013""",2-No,4-Title I schoolwide eligible school-No program,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,741,417,335,406,9,15,515,55,134,1,12,29.00,25.55,"=""040060001283""",Alhambra Traditional School,4280,Alhambra Elementary District,90,Math
Arizona,Yuma Elementary District,"=""0409600""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,339,211,183,156,2,8,245,1,79,"=""0""",4,15.20,22.30,"=""040960000981""",Alice Byrne Elementary School,4499,Yuma Elementary District,57,English Language Arts
Arizona,Yuma Elementary District,"=""0409600""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,339,211,183,156,2,8,245,1,79,"=""0""",4,15.20,22.30,"=""040960000981""",Alice Byrne Elementary School,4499,Yuma Elementary District,63,Math
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,2-Middle,630,‡,330,300,12,14,333,27,204,5,35,37.40,16.84,"=""040880000817""",Alice Vail Middle School,4403,Tucson Unified District,32,English Language Arts
Arizona,Tucson Unified District,"=""0408800""",Pima County,"=""04019""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,2-Middle,630,‡,330,300,12,14,333,27,204,5,35,37.40,16.84,"=""040880000817""",Alice Vail Middle School,4403,Tucson Unified District,32,Math
Arizona,All Aboard Charter School,"=""0400396""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,118,94,52,66,5,"=""0""",65,14,31,"=""0""",3,–,–,"=""040039602306""",All Aboard Charter School,79969,All Aboard Charter School,80,English Language Arts
Arizona,All Aboard Charter School,"=""0400396""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,118,94,52,66,5,"=""0""",65,14,31,"=""0""",3,–,–,"=""040039602306""",All Aboard Charter School,79969,All Aboard Charter School,60,Math
Arizona,Alpine Elementary District,"=""0400630""",Apache County,"=""04001""",2-No,6-Not a Title I school,"=""0401""",No,1-Primary,62,37,28,34,5,"=""0""",6,"=""0""",51,"=""0""","=""0""",5.00,12.40,"=""040063000019""",Alpine Elementary School,4161,Alpine Elementary District,69,English Language Arts
Arizona,Alpine Elementary District,"=""0400630""",Apache County,"=""04001""",2-No,6-Not a Title I school,"=""0401""",No,1-Primary,62,37,28,34,5,"=""0""",6,"=""0""",51,"=""0""","=""0""",5.00,12.40,"=""040063000019""",Alpine Elementary School,4161,Alpine Elementary District,69,Math
Arizona,Isaac Elementary District,"=""0403960""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes under Provision 2,1-Primary,757,754,399,358,6,1,702,32,14,"=""0""",2,37.50,20.19,"=""040396000314""",Alta E Butler School,4259,Isaac Elementary District,18,English Language Arts
