State Name,Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio,National School Lunch Program,School ID - NCES Assigned,School Name,District Entity ID,District Name,Percent Passing,Subject
Arizona,Marana Unified District,"=""0404630""",Pima County,"=""04019""",2-No,4-Title I schoolwide eligible school-No program,"=""0401""",Elementary,475,232,262,213,3,10,198,17,230,"=""0""",17,29.00,16.38,Yes participating without using any Provision or the CEO,"=""040463001163""",Degrazia Elementary School,4404,Marana Unified District,48,English Language Arts
Arizona,Marana Unified District,"=""0404630""",Pima County,"=""04019""",2-No,4-Title I schoolwide eligible school-No program,"=""0401""",Elementary,475,232,262,213,3,10,198,17,230,"=""0""",17,29.00,16.38,Yes participating without using any Provision or the CEO,"=""040463001163""",Degrazia Elementary School,4404,Marana Unified District,47,Math
Arizona,Chino Valley Unified District,"=""0400003""",Yavapai County,"=""04025""",2-No,5-Title I schoolwide school,"=""0404""",Elementary,534,309,282,252,7,1,173,3,337,2,11,25.50,20.94,Yes participating without using any Provision or the CEO,"=""040000300147""",Del Rio Elementary School,4474,Chino Valley Unified District,51,English Language Arts
Arizona,Chino Valley Unified District,"=""0400003""",Yavapai County,"=""04025""",2-No,5-Title I schoolwide school,"=""0404""",Elementary,534,309,282,252,7,1,173,3,337,2,11,25.50,20.94,Yes participating without using any Provision or the CEO,"=""040000300147""",Del Rio Elementary School,4474,Chino Valley Unified District,40,Math
Arizona,Scottsdale Unified District,"=""0407570""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0406""",Elementary,462,31,229,233,3,33,41,10,368,"=""0""",7,29.60,15.61,Yes participating without using any Provision or the CEO,"=""040757001671""",Desert Canyon Elementary,4240,Scottsdale Unified District,81,English Language Arts
Arizona,Scottsdale Unified District,"=""0407570""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0406""",Elementary,462,31,229,233,3,33,41,10,368,"=""0""",7,29.60,15.61,Yes participating without using any Provision or the CEO,"=""040757001671""",Desert Canyon Elementary,4240,Scottsdale Unified District,84,Math
Arizona,Scottsdale Unified District,"=""0407570""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0406""",Middle,541,64,269,272,4,33,69,24,401,1,9,28.70,18.85,Yes participating without using any Provision or the CEO,"=""040757000603""",Desert Canyon Middle School,4240,Scottsdale Unified District,58,English Language Arts
Arizona,Scottsdale Unified District,"=""0407570""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0406""",Middle,541,64,269,272,4,33,69,24,401,1,9,28.70,18.85,Yes participating without using any Provision or the CEO,"=""040757000603""",Desert Canyon Middle School,4240,Scottsdale Unified District,61,Math
Arizona,Paradise Valley Unified District,"=""0405930""",Maricopa County,"=""04013""",2-No,2-Title I targeted assistance school,"=""0406""",Elementary,506,207,253,253,9,3,121,23,321,6,23,37.50,13.49,Yes participating without using any Provision or the CEO,"=""040593000477""",Desert Cove Elementary School,4241,Paradise Valley Unified District,49,English Language Arts
Arizona,Paradise Valley Unified District,"=""0405930""",Maricopa County,"=""04013""",2-No,2-Title I targeted assistance school,"=""0406""",Elementary,506,207,253,253,9,3,121,23,321,6,23,37.50,13.49,Yes participating without using any Provision or the CEO,"=""040593000477""",Desert Cove Elementary School,4241,Paradise Valley Unified District,40,Math
Arizona,Agua Fria Union High School District,"=""0400450""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",High,1695,779,871,824,15,33,919,209,436,8,75,80.80,20.98,Yes participating without using any Provision or the CEO,"=""040045002273""",Desert Edge High School,4289,Agua Fria Union High School District,31,English Language Arts
Arizona,Agua Fria Union High School District,"=""0400450""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",High,1695,779,871,824,15,33,919,209,436,8,75,80.80,20.98,Yes participating without using any Provision or the CEO,"=""040045002273""",Desert Edge High School,4289,Agua Fria Union High School District,33,Math
Arizona,Washington Elementary School District,"=""0409060""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Middle,672,382,347,325,25,14,287,44,281,1,20,40.70,16.51,Yes under Community Eligibility Option (CEO),"=""040906000922""",Desert Foothills Middle School,4260,Washington Elementary School District,40,English Language Arts
Arizona,Washington Elementary School District,"=""0409060""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Middle,672,382,347,325,25,14,287,44,281,1,20,40.70,16.51,Yes under Community Eligibility Option (CEO),"=""040906000922""",Desert Foothills Middle School,4260,Washington Elementary School District,29,Math
Arizona,Glendale Elementary District,"=""0403420""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Elementary,704,626,374,330,13,25,411,132,100,1,22,38.00,18.53,Yes under Community Eligibility Option (CEO),"=""040342001254""",Desert Garden Elementary School,4271,Glendale Elementary District,24,English Language Arts
Arizona,Glendale Elementary District,"=""0403420""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Elementary,704,626,374,330,13,25,411,132,100,1,22,38.00,18.53,Yes under Community Eligibility Option (CEO),"=""040342001254""",Desert Garden Elementary School,4271,Glendale Elementary District,43,Math
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0408""",Elementary,816,293,404,412,5,19,205,29,516,1,41,44.83,18.20,Yes participating without using any Provision or the CEO,"=""040625000585""",Desert Harbor Elementary School,4237,Peoria Unified School District,58,English Language Arts
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0408""",Elementary,816,293,404,412,5,19,205,29,516,1,41,44.83,18.20,Yes participating without using any Provision or the CEO,"=""040625000585""",Desert Harbor Elementary School,4237,Peoria Unified School District,57,Math
Arizona,Desert Heights Charter Schools,"=""0400610""",Maricopa County,"=""04013""",1-Yes,2-Title I targeted assistance school,"=""0408""",Elementary,382,113,203,179,"=""0""",11,108,18,215,2,28,–,†,Yes participating without using any Provision or the CEO,"=""040061002056""",Desert Heights Charter School,81099,Desert Heights Charter Schools,46,English Language Arts
Arizona,Desert Heights Charter Schools,"=""0400610""",Maricopa County,"=""04013""",1-Yes,2-Title I targeted assistance school,"=""0408""",Elementary,382,113,203,179,"=""0""",11,108,18,215,2,28,–,†,Yes participating without using any Provision or the CEO,"=""040061002056""",Desert Heights Charter School,81099,Desert Heights Charter Schools,53,Math
Arizona,Pendergast Elementary District,"=""0406210""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0403""",Elementary,939,816,525,414,9,10,821,40,50,1,8,52.50,17.89,Yes under Provision 2,"=""040621000505""",Desert Horizon Elementary School,4283,Pendergast Elementary District,18,English Language Arts
Arizona,Pendergast Elementary District,"=""0406210""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0403""",Elementary,939,816,525,414,9,10,821,40,50,1,8,52.50,17.89,Yes under Provision 2,"=""040621000505""",Desert Horizon Elementary School,4283,Pendergast Elementary District,15,Math
Arizona,Laveen Elementary District,"=""0404290""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Elementary,754,572,400,354,22,13,454,124,89,13,39,40.21,18.75,Yes participating without using any Provision or the CEO,"=""040429002769""",Desert Meadows Elementary School,4276,Laveen Elementary District,31,English Language Arts
Arizona,Laveen Elementary District,"=""0404290""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Elementary,754,572,400,354,22,13,454,124,89,13,39,40.21,18.75,Yes participating without using any Provision or the CEO,"=""040429002769""",Desert Meadows Elementary School,4276,Laveen Elementary District,38,Math
Arizona,Yuma Elementary District,"=""0409600""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0404""",Elementary,725,435,379,346,4,1,533,4,172,2,9,34.85,20.80,Yes participating without using any Provision or the CEO,"=""040960001804""",Desert Mesa Elementary School,4499,Yuma Elementary District,52,English Language Arts
Arizona,Yuma Elementary District,"=""0409600""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0404""",Elementary,725,435,379,346,4,1,533,4,172,2,9,34.85,20.80,Yes participating without using any Provision or the CEO,"=""040960001804""",Desert Mesa Elementary School,4499,Yuma Elementary District,52,Math
Arizona,Pendergast Elementary District,"=""0406210""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Elementary,762,418,377,385,22,23,528,43,126,"=""0""",20,38.50,19.79,Yes participating without using any Provision or the CEO,"=""040621000304""",Desert Mirage Elementary School,4283,Pendergast Elementary District,41,English Language Arts
Arizona,Pendergast Elementary District,"=""0406210""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Elementary,762,418,377,385,22,23,528,43,126,"=""0""",20,38.50,19.79,Yes participating without using any Provision or the CEO,"=""040621000304""",Desert Mirage Elementary School,4283,Pendergast Elementary District,32,Math
Arizona,Kaizen Education Foundation dba Discover U Elementary School,"=""0400894""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0408""",Elementary,172,105,97,75,1,3,92,5,54,1,16,–,†,Yes participating without using any Provision or the CEO,"=""040089403379""",Desert Mirage Preparatory Academy,91328,Kaizen Education Foundation dba Discover U Elementary School,19,English Language Arts
Arizona,Kaizen Education Foundation dba Discover U Elementary School,"=""0400894""",Maricopa County,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0408""",Elementary,172,105,97,75,1,3,92,5,54,1,16,–,†,Yes participating without using any Provision or the CEO,"=""040089403379""",Desert Mirage Preparatory Academy,91328,Kaizen Education Foundation dba Discover U Elementary School,19,Math
Arizona,Queen Creek Unified District,"=""0406810""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",Elementary,665,119,336,329,3,4,119,10,502,"=""0""",27,36.45,18.24,Yes participating without using any Provision or the CEO,"=""040681001232""",Desert Mountain Elementary,4245,Queen Creek Unified District,66,English Language Arts
Arizona,Queen Creek Unified District,"=""0406810""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",Elementary,665,119,336,329,3,4,119,10,502,"=""0""",27,36.45,18.24,Yes participating without using any Provision or the CEO,"=""040681001232""",Desert Mountain Elementary,4245,Queen Creek Unified District,70,Math
Arizona,Scottsdale Unified District,"=""0407570""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0406""",High,2090,124,1045,1045,18,196,166,63,1610,1,36,93.80,22.28,Yes participating without using any Provision or the CEO,"=""040757000604""",Desert Mountain High School,4240,Scottsdale Unified District,54,English Language Arts
Arizona,Scottsdale Unified District,"=""0407570""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0406""",High,2090,124,1045,1045,18,196,166,63,1610,1,36,93.80,22.28,Yes participating without using any Provision or the CEO,"=""040757000604""",Desert Mountain High School,4240,Scottsdale Unified District,57,Math
Arizona,Deer Valley Unified District,"=""0407750""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0408""",Elementary,594,159,315,279,1,6,103,28,445,3,8,39.00,15.23,Yes participating without using any Provision or the CEO,"=""040775000622""",Desert Mountain School,4246,Deer Valley Unified District,58,English Language Arts
Arizona,Deer Valley Unified District,"=""0407750""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0408""",Elementary,594,159,315,279,1,6,103,28,445,3,8,39.00,15.23,Yes participating without using any Provision or the CEO,"=""040775000622""",Desert Mountain School,4246,Deer Valley Unified District,60,Math
Arizona,Nadaburg Unified School District,"=""0405460""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0408""",Elementary,432,241,220,212,10,2,132,8,270,2,8,21.04,20.53,Yes participating without using any Provision or the CEO,"=""040546002875""",Desert Oasis Elementary School,4252,Nadaburg Unified School District,41,English Language Arts
Arizona,Nadaburg Unified School District,"=""0405460""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0408""",Elementary,432,241,220,212,10,2,132,8,270,2,8,21.04,20.53,Yes participating without using any Provision or the CEO,"=""040546002875""",Desert Oasis Elementary School,4252,Nadaburg Unified School District,31,Math
Arizona,Tolleson Elementary District,"=""0408490""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0403""",Elementary,846,693,414,432,6,8,700,79,34,"=""0""",19,40.75,20.76,Yes participating without using any Provision or the CEO,"=""040849002488""",Desert Oasis Elementary School,4264,Tolleson Elementary District,24,English Language Arts
Arizona,Tolleson Elementary District,"=""0408490""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0403""",Elementary,846,693,414,432,6,8,700,79,34,"=""0""",19,40.75,20.76,Yes participating without using any Provision or the CEO,"=""040849002488""",Desert Oasis Elementary School,4264,Tolleson Elementary District,24,Math
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0408""",Elementary,525,362,251,274,11,15,211,47,205,1,35,28.80,18.23,Yes participating without using any Provision or the CEO,"=""040625000510""",Desert Palms Elementary School,4237,Peoria Unified School District,39,English Language Arts
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0408""",Elementary,525,362,251,274,11,15,211,47,205,1,35,28.80,18.23,Yes participating without using any Provision or the CEO,"=""040625000510""",Desert Palms Elementary School,4237,Peoria Unified School District,31,Math
Arizona,Gilbert Unified District,"=""0403400""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",High,2626,603,1383,1243,32,94,566,115,1751,5,63,117.14,22.42,Yes participating without using any Provision or the CEO,"=""040340002283""",Desert Ridge High,4239,Gilbert Unified District,37,English Language Arts
Arizona,Gilbert Unified District,"=""0403400""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",High,2626,603,1383,1243,32,94,566,115,1751,5,63,117.14,22.42,Yes participating without using any Provision or the CEO,"=""040340002283""",Desert Ridge High,4239,Gilbert Unified District,35,Math
Arizona,Gilbert Unified District,"=""0403400""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",Middle,1234,344,634,600,5,33,319,34,800,6,37,55.09,22.40,Yes participating without using any Provision or the CEO,"=""040340002112""",Desert Ridge Jr. High,4239,Gilbert Unified District,56,English Language Arts
Arizona,Gilbert Unified District,"=""0403400""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0405""",Middle,1234,344,634,600,5,33,319,34,800,6,37,55.09,22.40,Yes participating without using any Provision or the CEO,"=""040340002112""",Desert Ridge Jr. High,4239,Gilbert Unified District,44,Math
Arizona,Desert Rose Academy Inc.,"=""0400322""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",High,172,–,76,96,12,1,107,8,39,1,4,–,†,No,"=""040032202205""",Desert Rose Academy Charter School,79441,"Desert Rose Academy,Inc.",<2,English Language Arts
Arizona,Desert Rose Academy Inc.,"=""0400322""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",High,172,–,76,96,12,1,107,8,39,1,4,–,†,No,"=""040032202205""",Desert Rose Academy Charter School,79441,"Desert Rose Academy,Inc.",7,Math
Arizona,Deer Valley Unified District,"=""0407750""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0408""",Elementary,630,163,330,300,2,19,94,16,485,"=""0""",14,38.50,16.36,Yes participating without using any Provision or the CEO,"=""040775001563""",Desert Sage Elementary School,4246,Deer Valley Unified District,57,English Language Arts
Arizona,Deer Valley Unified District,"=""0407750""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0408""",Elementary,630,163,330,300,2,19,94,16,485,"=""0""",14,38.50,16.36,Yes participating without using any Provision or the CEO,"=""040775001563""",Desert Sage Elementary School,4246,Deer Valley Unified District,65,Math
Arizona,Cartwright Elementary District,"=""0401680""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Middle,1056,918,560,496,18,8,918,61,44,"=""0""",7,52.00,20.31,Yes under Provision 2,"=""040168000092""",Desert Sands Middle School,4282,Cartwright Elementary District,24,English Language Arts
Arizona,Cartwright Elementary District,"=""0401680""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Middle,1056,918,560,496,18,8,918,61,44,"=""0""",7,52.00,20.31,Yes under Provision 2,"=""040168000092""",Desert Sands Middle School,4282,Cartwright Elementary District,15,Math
Arizona,Paradise Valley Unified District,"=""0405930""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Elementary,448,52,263,185,1,10,71,3,343,1,19,28.90,15.50,Yes participating without using any Provision or the CEO,"=""040593000478""",Desert Shadows Elementary School,4241,Paradise Valley Unified District,69,English Language Arts
Arizona,Paradise Valley Unified District,"=""0405930""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Elementary,448,52,263,185,1,10,71,3,343,1,19,28.90,15.50,Yes participating without using any Provision or the CEO,"=""040593000478""",Desert Shadows Elementary School,4241,Paradise Valley Unified District,69,Math
Arizona,Paradise Valley Unified District,"=""0405930""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Middle,937,74,485,452,7,29,110,14,738,1,38,38.00,24.66,Yes participating without using any Provision or the CEO,"=""040593000479""",Desert Shadows Middle School,4241,Paradise Valley Unified District,67,English Language Arts
Arizona,Paradise Valley Unified District,"=""0405930""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Middle,937,74,485,452,7,29,110,14,738,1,38,38.00,24.66,Yes participating without using any Provision or the CEO,"=""040593000479""",Desert Shadows Middle School,4241,Paradise Valley Unified District,59,Math
Arizona,Nogales Unified District,"=""0405530""",Santa Cruz County,"=""04023""",2-No,5-Title I schoolwide school,"=""0403""",Middle,730,546,364,366,"=""0""",3,725,1,"=""0""","=""0""",1,"=""0.00""",†,Yes under Provision 2,"=""040553001238""",Desert Shadows Middle School,4457,Nogales Unified District,35,English Language Arts
Arizona,Nogales Unified District,"=""0405530""",Santa Cruz County,"=""04023""",2-No,5-Title I schoolwide school,"=""0403""",Middle,730,546,364,366,"=""0""",3,725,1,"=""0""","=""0""",1,"=""0.00""",†,Yes under Provision 2,"=""040553001238""",Desert Shadows Middle School,4457,Nogales Unified District,46,Math
Arizona,Desert Sky Community School  Inc.,"=""0400448""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Elementary,53,–,33,20,"=""0""","=""0""",13,2,35,"=""0""",3,–,†,No,"=""040044802638""",Desert Sky Community School,88308,"Desert Sky Community School, Inc.",47,English Language Arts
Arizona,Desert Sky Community School  Inc.,"=""0400448""",Pima County,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Elementary,53,–,33,20,"=""0""","=""0""",13,2,35,"=""0""",3,–,†,No,"=""040044802638""",Desert Sky Community School,88308,"Desert Sky Community School, Inc.",<2,Math
Arizona,Deer Valley Unified District,"=""0407750""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",Middle,618,333,332,286,9,16,184,36,352,1,20,29.90,20.67,Yes participating without using any Provision or the CEO,"=""040775001147""",Desert Sky Middle School,4246,Deer Valley Unified District,41,English Language Arts
Arizona,Deer Valley Unified District,"=""0407750""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",Middle,618,333,332,286,9,16,184,36,352,1,20,29.90,20.67,Yes participating without using any Provision or the CEO,"=""040775001147""",Desert Sky Middle School,4246,Deer Valley Unified District,41,Math
Arizona,Vail Unified School District,"=""0408850""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0402""",Middle,737,552,378,359,3,27,281,40,353,4,29,41.34,17.83,Yes participating without using any Provision or the CEO,"=""040885002194""",Desert Sky Middle School,4413,Vail Unified School District,67,English Language Arts
Arizona,Vail Unified School District,"=""0408850""",Pima County,"=""04019""",2-No,6-Not a Title I school,"=""0402""",Middle,737,552,378,359,3,27,281,40,353,4,29,41.34,17.83,Yes participating without using any Provision or the CEO,"=""040885002194""",Desert Sky Middle School,4413,Vail Unified School District,74,Math
Arizona,Somerton Elementary District,"=""0407890""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Elementary,419,360,219,200,"=""0""",1,402,"=""0""",16,"=""0""","=""0""",20.51,20.43,Yes under Provision 2,"=""040789001565""",Desert Sonora Elementary School,4500,Somerton Elementary District,32,English Language Arts
Arizona,Somerton Elementary District,"=""0407890""",Yuma County,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Elementary,419,360,219,200,"=""0""",1,402,"=""0""",16,"=""0""","=""0""",20.51,20.43,Yes under Provision 2,"=""040789001565""",Desert Sonora Elementary School,4500,Somerton Elementary District,54,Math
Arizona,Glendale Elementary District,"=""0403420""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Elementary,878,772,440,438,19,49,596,88,106,1,19,44.50,19.73,Yes under Community Eligibility Option (CEO),"=""040342002281""",Desert Spirit,4271,Glendale Elementary District,32,English Language Arts
Arizona,Glendale Elementary District,"=""0403420""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0407""",Elementary,878,772,440,438,19,49,596,88,106,1,19,44.50,19.73,Yes under Community Eligibility Option (CEO),"=""040342002281""",Desert Spirit,4271,Glendale Elementary District,41,Math
Arizona,Paradise Valley Unified District,"=""0405930""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Elementary,434,69,231,203,2,16,58,11,331,"=""0""",16,33.00,13.15,Yes participating without using any Provision or the CEO,"=""040593001239""",Desert Springs Preparatory Elementary School,4241,Paradise Valley Unified District,64,English Language Arts
Arizona,Paradise Valley Unified District,"=""0405930""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Elementary,434,69,231,203,2,16,58,11,331,"=""0""",16,33.00,13.15,Yes participating without using any Provision or the CEO,"=""040593001239""",Desert Springs Preparatory Elementary School,4241,Paradise Valley Unified District,63,Math
Arizona,Avondale Elementary District,"=""0400960""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",Elementary,696,444,358,338,7,12,390,74,187,14,12,35.50,19.61,Yes participating without using any Provision or the CEO,"=""040096002255""",Desert Star,4272,Avondale Elementary District,33,English Language Arts
Arizona,Avondale Elementary District,"=""0400960""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",Elementary,696,444,358,338,7,12,390,74,187,14,12,35.50,19.61,Yes participating without using any Provision or the CEO,"=""040096002255""",Desert Star,4272,Avondale Elementary District,34,Math
ARIZONA,Desert Star Academy,"=""0400922""",Mohave County,"=""04015""",1-Yes,6-Not a Title I school,"=""0404""",Elementary,397,–,208,189,2,2,95,4,283,1,10,–,†,No,"=""040092203458""",Desert Star Academy,92302,Desert Star Academy,52,English Language Arts
ARIZONA,Desert Star Academy,"=""0400922""",Mohave County,"=""04015""",1-Yes,6-Not a Title I school,"=""0404""",Elementary,397,–,208,189,2,2,95,4,283,1,10,–,†,No,"=""040092203458""",Desert Star Academy,92302,Desert Star Academy,47,Math
Arizona,Desert Star Community School  Inc.,"=""0400439""",Yavapai County,"=""04025""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",Elementary,194,–,102,92,3,5,25,"=""0""",142,"=""0""",19,–,†,No,"=""040043902644""",Desert Star Community School,88321,"Desert Star Community School, Inc.",48,English Language Arts
Arizona,Desert Star Community School  Inc.,"=""0400439""",Yavapai County,"=""04025""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",Elementary,194,–,102,92,3,5,25,"=""0""",142,"=""0""",19,–,†,No,"=""040043902644""",Desert Star Community School,88321,"Desert Star Community School, Inc.",39,Math
Arizona,Cave Creek Unified District,"=""0400001""",Maricopa County,"=""04013""",2-No,–,"=""0406""",Elementary,345,54,173,172,"=""0""",6,51,5,266,"=""0""",17,16.70,20.66,Yes participating without using any Provision or the CEO,"=""040000100616""",Desert Sun Academy,4244,Cave Creek Unified District,62,English Language Arts
Arizona,Cave Creek Unified District,"=""0400001""",Maricopa County,"=""04013""",2-No,–,"=""0406""",Elementary,345,54,173,172,"=""0""",6,51,5,266,"=""0""",17,16.70,20.66,Yes participating without using any Provision or the CEO,"=""040000100616""",Desert Sun Academy,4244,Cave Creek Unified District,58,Math
Arizona,Avondale Elementary District,"=""0400960""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",Elementary,728,392,360,368,6,18,393,127,179,2,3,34.33,21.21,Yes participating without using any Provision or the CEO,"=""040096002381""",Desert Thunder,4272,Avondale Elementary District,45,English Language Arts
Arizona,Avondale Elementary District,"=""0400960""",Maricopa County,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",Elementary,728,392,360,368,6,18,393,127,179,2,3,34.33,21.21,Yes participating without using any Provision or the CEO,"=""040096002381""",Desert Thunder,4272,Avondale Elementary District,44,Math
Arizona,Paradise Valley Unified District,"=""0405930""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Elementary,576,34,287,289,5,26,58,14,441,1,31,36.00,16.00,Yes participating without using any Provision or the CEO,"=""040593001195""",Desert Trails Elementary School,4241,Paradise Valley Unified District,80,English Language Arts
Arizona,Paradise Valley Unified District,"=""0405930""",Maricopa County,"=""04013""",2-No,1-Title I targeted assistance eligible school-No program,"=""0406""",Elementary,576,34,287,289,5,26,58,14,441,1,31,36.00,16.00,Yes participating without using any Provision or the CEO,"=""040593001195""",Desert Trails Elementary School,4241,Paradise Valley Unified District,83,Math
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0408""",Elementary,546,294,291,255,4,13,194,36,277,4,18,37.16,14.69,Yes participating without using any Provision or the CEO,"=""040625001316""",Desert Valley Elementary School,4237,Peoria Unified School District,40,English Language Arts
Arizona,Peoria Unified School District,"=""0406250""",Maricopa County,"=""04013""",2-No,6-Not a Title I school,"=""0408""",Elementary,546,294,291,255,4,13,194,36,277,4,18,37.16,14.69,Yes participating without using any Provision or the CEO,"=""040625001316""",Desert Valley Elementary School,4237,Peoria Unified School District,43,Math
Arizona,Bullhead City School District,"=""0401500""",Mohave County,"=""04015""",2-No,5-Title I schoolwide school,"=""0404""",Elementary,454,394,239,215,2,4,251,7,175,2,13,26.00,17.46,Yes under Community Eligibility Option (CEO),"=""040150001053""",Desert Valley School,4378,Bullhead City School District,27,English Language Arts
Arizona,Bullhead City School District,"=""0401500""",Mohave County,"=""04015""",2-No,5-Title I schoolwide school,"=""0404""",Elementary,454,394,239,215,2,4,251,7,175,2,13,26.00,17.46,Yes under Community Eligibility Option (CEO),"=""040150001053""",Desert Valley School,4378,Bullhead City School District,30,Math
Arizona,Juniper Tree Academy,"=""0400268""",Yuma County,"=""04027""",1-Yes,5-Title I schoolwide school,"=""0403""",Elementary,789,386,421,368,7,20,492,20,242,7,1,–,†,Yes participating without using any Provision or the CEO,"=""040026802092""",Desert View Academy,79064,Juniper Tree Academy,65,English Language Arts
Arizona,Juniper Tree Academy,"=""0400268""",Yuma County,"=""04027""",1-Yes,5-Title I schoolwide school,"=""0403""",Elementary,789,386,421,368,7,20,492,20,242,7,1,–,†,Yes participating without using any Provision or the CEO,"=""040026802092""",Desert View Academy,79064,Juniper Tree Academy,59,Math
