State Name,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Agency Name,Agency ID - NCES Assigned,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio,School ID - NCES Assigned,District Entity ID,School Name,District Name,Percent Passing,Subject
Arizona,Mohave County,4015.0,2-No,5-Title I schoolwide school,404.0,Yes under Community Eligibility Option (CEO),Elementary,Kingman Unified School District (79598),400295.0,445,333,238,207,12,3,128,10,263,2,27,18.50,24.05,"=""040029503234""",79598,Desert Willow Elementary School,Kingman Unified School District,*,English Language Arts
Arizona,Mohave County,4015.0,2-No,5-Title I schoolwide school,404.0,Yes under Community Eligibility Option (CEO),Elementary,Kingman Unified School District (79598),400295.0,445,333,238,207,12,3,128,10,263,2,27,18.50,24.05,"=""040029503234""",79598,Desert Willow Elementary School,Kingman Unified School District,16,Mathematics
Arizona,Pinal County,4021.0,2-No,5-Title I schoolwide school,401.0,Yes participating without using any Provision or the CEO,Middle,Maricopa Unified School District (4441),404720.0,760,145,413,347,32,12,303,104,258,6,45,37.50,20.27,"=""040472002914""",4441,Desert Wind Middle School,Maricopa Unified School District,31,English Language Arts
Arizona,Pinal County,4021.0,2-No,5-Title I schoolwide school,401.0,Yes participating without using any Provision or the CEO,Middle,Maricopa Unified School District (4441),404720.0,760,145,413,347,32,12,303,104,258,6,45,37.50,20.27,"=""040472002914""",4441,Desert Wind Middle School,Maricopa Unified School District,14,Mathematics
Arizona,Gila County,4007.0,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,401.0,Yes participating without using any Provision or the CEO,Elementary,Destiny School Inc. (6258),400339.0,319,114,150,169,114,8,74,1,109,2,11,–,–,"=""040033901939""",6258,Destiny School,"Destiny School, Inc.",54,English Language Arts
Arizona,Gila County,4007.0,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,401.0,Yes participating without using any Provision or the CEO,Elementary,Destiny School Inc. (6258),400339.0,319,114,150,169,114,8,74,1,109,2,11,–,–,"=""040033901939""",6258,Destiny School,"Destiny School, Inc.",65,Mathematics
Arizona,Maricopa County,4013.0,2-No,6-Not a Title I school,408.0,Yes participating without using any Provision or the CEO,Elementary,Deer Valley Unified District (4246),407750.0,866,63,428,438,0,24,108,8,677,1,48,47.00,18.43,"=""040775002434""",4246,Diamond Canyon School,Deer Valley Unified District,71,English Language Arts
Arizona,Maricopa County,4013.0,2-No,6-Not a Title I school,408.0,Yes participating without using any Provision or the CEO,Elementary,Deer Valley Unified District (4246),407750.0,866,63,428,438,0,24,108,8,677,1,48,47.00,18.43,"=""040775002434""",4246,Diamond Canyon School,Deer Valley Unified District,60,Mathematics
Arizona,Mohave County,4015.0,2-No,5-Title I schoolwide school,404.0,Yes under Community Eligibility Option (CEO),Elementary,Bullhead City School District (4378),401500.0,405,262,195,210,2,2,175,5,201,0,20,20.00,20.25,"=""040150001528""",4378,Diamondback Elementary School,Bullhead City School District,*,English Language Arts
Arizona,Mohave County,4015.0,2-No,5-Title I schoolwide school,404.0,Yes under Community Eligibility Option (CEO),Elementary,Bullhead City School District (4378),401500.0,405,262,195,210,2,2,175,5,201,0,20,20.00,20.25,"=""040150001528""",4378,Diamondback Elementary School,Bullhead City School District,20,Mathematics
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Tucson Unified District (4403),408800.0,403,318,208,195,3,11,212,74,78,1,24,28.60,14.09,"=""040880000836""",4403,Dietz K-8 School,Tucson Unified District,19,English Language Arts
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Tucson Unified District (4403),408800.0,403,318,208,195,3,11,212,74,78,1,24,28.60,14.09,"=""040880000836""",4403,Dietz K-8 School,Tucson Unified District,15,Mathematics
ARIZONA,Maricopa County,4013.0,2-No,6-Not a Title I school,408.0,No,Elementary,Litchfield Elementary District (4281),404380.0,337,–,177,160,3,22,153,42,84,4,29,14.00,24.07,"=""040438003757""",4281,Digital Learning Academy,Litchfield Elementary District,52,English Language Arts
ARIZONA,Maricopa County,4013.0,2-No,6-Not a Title I school,408.0,No,Elementary,Litchfield Elementary District (4281),404380.0,337,–,177,160,3,22,153,42,84,4,29,14.00,24.07,"=""040438003757""",4281,Digital Learning Academy,Litchfield Elementary District,30,Mathematics
Arizona,Graham County,4009.0,1-Yes,6-Not a Title I school,401.0,Yes participating without using any Provision or the CEO,Elementary,Discovery Plus Academy (6357),400141.0,114,6,57,57,0,0,17,0,94,0,3,–,–,"=""040014101657""",6357,Discovery Plus Academy,Discovery Plus Academy,59,English Language Arts
Arizona,Graham County,4009.0,1-Yes,6-Not a Title I school,401.0,Yes participating without using any Provision or the CEO,Elementary,Discovery Plus Academy (6357),400141.0,114,6,57,57,0,0,17,0,94,0,3,–,–,"=""040014101657""",6357,Discovery Plus Academy,Discovery Plus Academy,53,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Elementary,Glendale Elementary District (4271),403420.0,558,490,269,289,5,25,390,49,73,0,16,25.00,22.32,"=""040342000058""",4271,Discovery School,Glendale Elementary District,30,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Elementary,Glendale Elementary District (4271),403420.0,558,490,269,289,5,25,390,49,73,0,16,25.00,22.32,"=""040342000058""",4271,Discovery School,Glendale Elementary District,19,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Ball Charter Schools (Dobson) (79204),400184.0,455,73,218,237,10,20,157,57,161,7,43,–,–,"=""040018401713""",79204,"Dobson Academy, The - A Ball Charter School",Ball Charter Schools (Dobson),39,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Ball Charter Schools (Dobson) (79204),400184.0,455,73,218,237,10,20,157,57,161,7,43,–,–,"=""040018401713""",79204,"Dobson Academy, The - A Ball Charter School",Ball Charter Schools (Dobson),44,Mathematics
Arizona,Maricopa County,4013.0,2-No,4-Title I schoolwide eligible school-No program,409.0,Yes participating without using any Provision or the CEO,High,Mesa Unified District (4235),404970.0,2323,506,1172,1151,130,58,1203,167,669,34,62,116.40,19.96,"=""040497001132""",4235,Dobson High School,Mesa Unified District,31,English Language Arts
Arizona,Maricopa County,4013.0,2-No,4-Title I schoolwide eligible school-No program,409.0,Yes participating without using any Provision or the CEO,High,Mesa Unified District (4235),404970.0,2323,506,1172,1151,130,58,1203,167,669,34,62,116.40,19.96,"=""040497001132""",4235,Dobson High School,Mesa Unified District,21,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Middle,Glendale Elementary District (4271),403420.0,691,642,349,342,8,4,569,60,37,3,10,30.00,23.03,"=""040342000270""",4271,Don Mensendick School,Glendale Elementary District,17,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Middle,Glendale Elementary District (4271),403420.0,691,642,349,342,8,4,569,60,37,3,10,30.00,23.03,"=""040342000270""",4271,Don Mensendick School,Glendale Elementary District,14,Mathematics
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Middle,Tucson Unified District (4403),408800.0,572,382,295,277,15,10,256,98,140,16,37,42.80,13.36,"=""040880000837""",4403,Doolen Middle School,Tucson Unified District,27,English Language Arts
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Middle,Tucson Unified District (4403),408800.0,572,382,295,277,15,10,256,98,140,16,37,42.80,13.36,"=""040880000837""",4403,Doolen Middle School,Tucson Unified District,13,Mathematics
ARIZONA,Yuma County,4027.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Yuma Elementary District (4499),409600.0,488,82,245,243,2,2,335,2,137,3,7,24.00,20.33,"=""040960003667""",4499,Dorothy Hall Elementary,Yuma Elementary District,55,English Language Arts
ARIZONA,Yuma County,4027.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Yuma Elementary District (4499),409600.0,488,82,245,243,2,2,335,2,137,3,7,24.00,20.33,"=""040960003667""",4499,Dorothy Hall Elementary,Yuma Elementary District,49,Mathematics
Arizona,Graham County,4009.0,2-No,5-Title I schoolwide school,401.0,Yes participating without using any Provision or the CEO,Elementary,Safford Unified District (4218),407240.0,560,154,288,272,5,0,316,7,223,1,8,25.00,22.40,"=""040724000623""",4218,Dorothy Stinson School,Safford Unified District,46,English Language Arts
Arizona,Graham County,4009.0,2-No,5-Title I schoolwide school,401.0,Yes participating without using any Provision or the CEO,Elementary,Safford Unified District (4218),407240.0,560,154,288,272,5,0,316,7,223,1,8,25.00,22.40,"=""040724000623""",4218,Dorothy Stinson School,Safford Unified District,44,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Union Elementary District (4277),408820.0,689,433,352,337,29,3,520,86,39,5,7,43.75,15.75,"=""040882002794""",4277,Dos Rios Elementary,Union Elementary District,24,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Union Elementary District (4277),408820.0,689,433,352,337,29,3,520,86,39,5,7,43.75,15.75,"=""040882002794""",4277,Dos Rios Elementary,Union Elementary District,7,Mathematics
Arizona,Cochise County,4003.0,2-No,5-Title I schoolwide school,402.0,No,Elementary,Double Adobe Elementary District (4179),402490.0,37,–,21,16,0,0,4,1,32,0,0,2.00,18.50,"=""040249000183""",4179,Double Adobe Elementary School,Double Adobe Elementary District,67,English Language Arts
Arizona,Cochise County,4003.0,2-No,5-Title I schoolwide school,402.0,No,Elementary,Double Adobe Elementary District (4179),402490.0,37,–,21,16,0,0,4,1,32,0,0,2.00,18.50,"=""040249000183""",4179,Double Adobe Elementary School,Double Adobe Elementary District,*,Mathematics
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes participating without using any Provision or the CEO,Elementary,Flowing Wells Unified District (4405),403010.0,580,261,276,304,16,10,464,12,68,0,10,31.95,18.15,"=""040301000237""",4405,Douglas Elementary School,Flowing Wells Unified District,16,English Language Arts
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes participating without using any Provision or the CEO,Elementary,Flowing Wells Unified District (4405),403010.0,580,261,276,304,16,10,464,12,68,0,10,31.95,18.15,"=""040301000237""",4405,Douglas Elementary School,Flowing Wells Unified District,13,Mathematics
Arizona,Cochise County,4003.0,2-No,5-Title I schoolwide school,402.0,Yes under Provision 2,High,Douglas Unified District (4174),402530.0,1449,1187,743,706,3,3,1416,3,24,0,0,76.00,19.07,"=""040253000187""",4174,Douglas High School,Douglas Unified District,26,English Language Arts
Arizona,Cochise County,4003.0,2-No,5-Title I schoolwide school,402.0,Yes under Provision 2,High,Douglas Unified District (4174),402530.0,1449,1187,743,706,3,3,1416,3,24,0,0,76.00,19.07,"=""040253000187""",4174,Douglas High School,Douglas Unified District,15,Mathematics
ARIZONA,Pima County,4019.0,2-No,6-Not a Title I school,401.0,Yes participating without using any Provision or the CEO,Elementary,Marana Unified District (4404),404630.0,878,61,464,414,5,15,329,12,467,0,50,47.00,18.68,"=""040463003588""",4404,Dove Mountain K-8,Marana Unified District,64,English Language Arts
ARIZONA,Pima County,4019.0,2-No,6-Not a Title I school,401.0,Yes participating without using any Provision or the CEO,Elementary,Marana Unified District (4404),404630.0,878,61,464,414,5,15,329,12,467,0,50,47.00,18.68,"=""040463003588""",4404,Dove Mountain K-8,Marana Unified District,58,Mathematics
ARIZONA,Yavapai County,4025.0,2-No,6-Not a Title I school,404.0,No,Elementary,Cottonwood-Oak Creek Elementary District (4487),402370.0,618,–,311,307,6,5,301,1,280,0,25,37.00,16.70,"=""040237003612""",4487,Dr Daniel Bright Elementary School,Cottonwood-Oak Creek Elementary District,*,English Language Arts
ARIZONA,Yavapai County,4025.0,2-No,6-Not a Title I school,404.0,No,Elementary,Cottonwood-Oak Creek Elementary District (4487),402370.0,618,–,311,307,6,5,301,1,280,0,25,37.00,16.70,"=""040237003612""",4487,Dr Daniel Bright Elementary School,Cottonwood-Oak Creek Elementary District,13,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Chandler Unified District #80 (4242),401870.0,650,149,350,300,38,31,283,82,166,3,47,44.80,14.51,"=""040187000615""",4242,Dr Howard K Conley Elementary School,Chandler Unified District #80,34,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Chandler Unified District #80 (4242),401870.0,650,149,350,300,38,31,283,82,166,3,47,44.80,14.51,"=""040187000615""",4242,Dr Howard K Conley Elementary School,Chandler Unified District #80,27,Mathematics
ARIZONA,Maricopa County,4013.0,2-No,6-Not a Title I school,405.0,Yes participating without using any Provision or the CEO,High,Chandler Unified District #80 (4242),401870.0,3242,118,1620,1622,14,83,586,103,2312,13,131,149.13,21.74,"=""040187003483""",4242,Dr. Camille Casteel High School,Chandler Unified District #80,59,English Language Arts
ARIZONA,Maricopa County,4013.0,2-No,6-Not a Title I school,405.0,Yes participating without using any Provision or the CEO,High,Chandler Unified District #80 (4242),401870.0,3242,118,1620,1622,14,83,586,103,2312,13,131,149.13,21.74,"=""040187003483""",4242,Dr. Camille Casteel High School,Chandler Unified District #80,43,Mathematics
ARIZONA,Maricopa County,4013.0,2-No,6-Not a Title I school,405.0,Yes participating without using any Provision or the CEO,Elementary,Chandler Unified District #80 (4242),401870.0,746,39,381,365,5,18,172,13,482,2,54,46.58,16.02,"=""040187003479""",4242,Dr. Gary and Annette Auxier Elementary School,Chandler Unified District #80,54,English Language Arts
ARIZONA,Maricopa County,4013.0,2-No,6-Not a Title I school,405.0,Yes participating without using any Provision or the CEO,Elementary,Chandler Unified District #80 (4242),401870.0,746,39,381,365,5,18,172,13,482,2,54,46.58,16.02,"=""040187003479""",4242,Dr. Gary and Annette Auxier Elementary School,Chandler Unified District #80,53,Mathematics
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Tucson Unified District (4403),408800.0,334,236,176,158,12,4,206,27,71,0,14,29.60,11.28,"=""040880000838""",4403,Drachman Primary Magnet School,Tucson Unified District,*,English Language Arts
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes under Community Eligibility Option (CEO),Elementary,Tucson Unified District (4403),408800.0,334,236,176,158,12,4,206,27,71,0,14,29.60,11.28,"=""040880000838""",4403,Drachman Primary Magnet School,Tucson Unified District,19,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,Elementary,Litchfield Elementary District (4281),404380.0,664,139,327,337,3,22,340,44,206,5,44,31.00,21.42,"=""040438002430""",4281,Dreaming Summit Elementary,Litchfield Elementary District,45,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,Elementary,Litchfield Elementary District (4281),404380.0,664,139,327,337,3,22,340,44,206,5,44,31.00,21.42,"=""040438002430""",4281,Dreaming Summit Elementary,Litchfield Elementary District,48,Mathematics
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Sunnyside Unified District (4407),408170.0,463,270,238,225,8,0,411,22,12,0,10,24.50,18.90,"=""040817000715""",4407,Drexel Elementary School,Sunnyside Unified District,12,English Language Arts
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,403.0,Yes participating without using any Provision or the CEO,Elementary,Sunnyside Unified District (4407),408170.0,463,270,238,225,8,0,411,22,12,0,10,24.50,18.90,"=""040817000715""",4407,Drexel Elementary School,Sunnyside Unified District,*,Mathematics
Arizona,Greenlee County,4011.0,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,401.0,Yes participating without using any Provision or the CEO,Elementary,Duncan Unified District (4228),402600.0,264,40,127,137,2,0,57,0,199,0,6,14.00,18.86,"=""040260000195""",4228,Duncan Elementary,Duncan Unified District,38,English Language Arts
Arizona,Greenlee County,4011.0,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,401.0,Yes participating without using any Provision or the CEO,Elementary,Duncan Unified District (4228),402600.0,264,40,127,137,2,0,57,0,199,0,6,14.00,18.86,"=""040260000195""",4228,Duncan Elementary,Duncan Unified District,27,Mathematics
Arizona,Greenlee County,4011.0,2-No,4-Title I schoolwide eligible school-No program,401.0,Yes participating without using any Provision or the CEO,High,Duncan Unified District (4228),402600.0,119,15,63,56,1,1,28,0,88,0,1,5.67,20.99,"=""040260000196""",4228,Duncan High School,Duncan Unified District,*,English Language Arts
Arizona,Greenlee County,4011.0,2-No,4-Title I schoolwide eligible school-No program,401.0,Yes participating without using any Provision or the CEO,High,Duncan Unified District (4228),402600.0,119,15,63,56,1,1,28,0,88,0,1,5.67,20.99,"=""040260000196""",4228,Duncan High School,Duncan Unified District,25,Mathematics
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Tucson Unified District (4403),408800.0,154,94,84,70,5,9,66,7,52,0,15,13.13,11.73,"=""040880000840""",4403,Dunham Elementary School,Tucson Unified District,*,English Language Arts
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Tucson Unified District (4403),408800.0,154,94,84,70,5,9,66,7,52,0,15,13.13,11.73,"=""040880000840""",4403,Dunham Elementary School,Tucson Unified District,25,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,High,Dysart Unified District (4243),402690.0,1467,317,819,648,19,33,874,124,345,5,67,71.00,20.66,"=""040269000198""",4243,Dysart High School,Dysart Unified District,30,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,High,Dysart Unified District (4243),402690.0,1467,317,819,648,19,33,874,124,345,5,67,71.00,20.66,"=""040269000198""",4243,Dysart High School,Dysart Unified District,33,Mathematics
Arizona,Maricopa County,4013.0,2-No,4-Title I schoolwide eligible school-No program,408.0,No,High,Dysart Unified District (4243),402690.0,181,–,73,108,1,3,55,23,84,1,14,16.40,11.04,"=""040269003193""",4243,Dysart iSchool,Dysart Unified District,47,English Language Arts
Arizona,Maricopa County,4013.0,2-No,4-Title I schoolwide eligible school-No program,408.0,No,High,Dysart Unified District (4243),402690.0,181,–,73,108,1,3,55,23,84,1,14,16.40,11.04,"=""040269003193""",4243,Dysart iSchool,Dysart Unified District,28,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,Middle,Dysart Unified District (4243),402690.0,717,256,380,337,7,5,513,54,99,4,35,41.00,17.49,"=""040269000197""",4243,Dysart Middle School,Dysart Unified District,23,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,Middle,Dysart Unified District (4243),402690.0,717,256,380,337,7,5,513,54,99,4,35,41.00,17.49,"=""040269000197""",4243,Dysart Middle School,Dysart Unified District,19,Mathematics
Arizona,Coconino County,4005.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),Elementary,Tuba City Unified School District #15 (4197),408680.0,42,37,20,22,42,0,0,0,0,0,0,4.52,9.29,"=""040868001152""",4197,Dzil Libei Elementary School,Tuba City Unified School District #15,*,English Language Arts
Arizona,Coconino County,4005.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),Elementary,Tuba City Unified School District #15 (4197),408680.0,42,37,20,22,42,0,0,0,0,0,0,4.52,9.29,"=""040868001152""",4197,Dzil Libei Elementary School,Tuba City Unified School District #15,*,Mathematics
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Amphitheater Unified District (4406),400680.0,303,245,146,157,16,6,215,26,29,6,5,24.00,12.63,"=""040068000023""",4406,E C Nash School,Amphitheater Unified District,9,English Language Arts
Arizona,Pima County,4019.0,2-No,5-Title I schoolwide school,402.0,Yes under Community Eligibility Option (CEO),Elementary,Amphitheater Unified District (4406),400680.0,303,245,146,157,16,6,215,26,29,6,5,24.00,12.63,"=""040068000023""",4406,E C Nash School,Amphitheater Unified District,*,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,403.0,No,High,E-Institute Charter Schools Inc. (79059),400311.0,99,–,54,45,0,0,74,13,10,0,2,–,–,"=""040031103292""",79059,E-Institute at Avondale,"E-Institute Charter Schools, Inc.",*,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,403.0,No,High,E-Institute Charter Schools Inc. (79059),400311.0,99,–,54,45,0,0,74,13,10,0,2,–,–,"=""040031103292""",79059,E-Institute at Avondale,"E-Institute Charter Schools, Inc.",*,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,403.0,No,High,E-Institute Charter Schools Inc. (79059),400311.0,88,–,45,43,0,0,66,4,17,0,1,–,–,"=""040031103186""",79059,E-Institute at Buckeye,"E-Institute Charter Schools, Inc.",10,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,403.0,No,High,E-Institute Charter Schools Inc. (79059),400311.0,88,–,45,43,0,0,66,4,17,0,1,–,–,"=""040031103186""",79059,E-Institute at Buckeye,"E-Institute Charter Schools, Inc.",*,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,408.0,No,High,E-Institute Charter Schools Inc. (79059),400311.0,9,–,4,5,0,0,7,0,2,0,0,–,–,"=""040031103001""",79059,E-Institute at Grovers,"E-Institute Charter Schools, Inc.",*,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,408.0,No,High,E-Institute Charter Schools Inc. (79059),400311.0,9,–,4,5,0,0,7,0,2,0,0,–,–,"=""040031103001""",79059,E-Institute at Grovers,"E-Institute Charter Schools, Inc.",*,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,408.0,No,High,E-Institute Charter Schools Inc. (79059),400311.0,149,–,93,56,1,4,60,9,65,1,9,–,–,"=""040031103144""",79059,E-Institute at Surprise,"E-Institute Charter Schools, Inc.",*,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,408.0,No,High,E-Institute Charter Schools Inc. (79059),400311.0,149,–,93,56,1,4,60,9,65,1,9,–,–,"=""040031103144""",79059,E-Institute at Surprise,"E-Institute Charter Schools, Inc.",7,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,406.0,No,High,E-Institute Charter Schools Inc. (79059),400311.0,78,–,41,37,2,0,29,7,36,0,4,–,–,"=""040031102151""",79059,E-Institute at Union Hills,"E-Institute Charter Schools, Inc.",13,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,6-Not a Title I school,406.0,No,High,E-Institute Charter Schools Inc. (79059),400311.0,78,–,41,37,2,0,29,7,36,0,4,–,–,"=""040031102151""",79059,E-Institute at Union Hills,"E-Institute Charter Schools, Inc.",6,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,EAGLE South Mountain Charter Inc. (89850),400763.0,469,143,240,229,7,9,347,32,42,1,31,–,–,"=""040076302915""",89850,EAGLE College Prep,"EAGLE South Mountain Charter, Inc.",28,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,EAGLE South Mountain Charter Inc. (89850),400763.0,469,143,240,229,7,9,347,32,42,1,31,–,–,"=""040076302915""",89850,EAGLE College Prep,"EAGLE South Mountain Charter, Inc.",30,Mathematics
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,EAGLE College Prep Maryvale LLC (91938),400916.0,400,137,192,208,0,0,376,17,4,0,3,–,–,"=""040091603437""",91938,EAGLE College Prep Maryvale,"EAGLE College Prep Maryvale, LLC",18,English Language Arts
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,EAGLE College Prep Maryvale LLC (91938),400916.0,400,137,192,208,0,0,376,17,4,0,3,–,–,"=""040091603437""",91938,EAGLE College Prep Maryvale,"EAGLE College Prep Maryvale, LLC",9,Mathematics
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Elementary,EAGLE College Prep Harmony LLC (91170),400849.0,164,85,84,80,2,5,113,33,4,0,7,–,–,"=""040084903266""",91170,EAGLE College Prep Phoenix South,"EAGLE College Prep Harmony, LLC",*,English Language Arts
Arizona,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Elementary,EAGLE College Prep Harmony LLC (91170),400849.0,164,85,84,80,2,5,113,33,4,0,7,–,–,"=""040084903266""",91170,EAGLE College Prep Phoenix South,"EAGLE College Prep Harmony, LLC",14,Mathematics
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,405.0,Yes participating without using any Provision or the CEO,Elementary,EAGLE College Prep Mesa LLC. (91939),400912.0,179,48,97,82,2,0,159,13,1,4,0,–,–,"=""040091203443""",91939,EAGLE College Preparatory School- Mesa,"EAGLE College Prep Mesa, LLC.",*,English Language Arts
ARIZONA,Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,405.0,Yes participating without using any Provision or the CEO,Elementary,EAGLE College Prep Mesa LLC. (91939),400912.0,179,48,97,82,2,0,159,13,1,4,0,–,–,"=""040091203443""",91939,EAGLE College Preparatory School- Mesa,"EAGLE College Prep Mesa, LLC.",*,Mathematics
ARIZONA,Graham County,4009.0,2-No,6-Not a Title I school,401.0,No,High,Thatcher Unified District (4219),408410.0,14,–,8,6,0,0,8,0,6,0,0,–,–,"=""040841003773""",4219,Eagle Online Academy,Thatcher Unified District,*,English Language Arts
ARIZONA,Graham County,4009.0,2-No,6-Not a Title I school,401.0,No,High,Thatcher Unified District (4219),408410.0,14,–,8,6,0,0,8,0,6,0,0,–,–,"=""040841003773""",4219,Eagle Online Academy,Thatcher Unified District,*,Mathematics
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes participating without using any Provision or the CEO,Elementary,Paradise Valley Unified District (4241),405930.0,387,116,195,192,7,1,172,28,153,8,18,31.60,12.25,"=""040593001240""",4241,Eagle Ridge Elementary School,Paradise Valley Unified District,39,English Language Arts
Arizona,Maricopa County,4013.0,2-No,5-Title I schoolwide school,406.0,Yes participating without using any Provision or the CEO,Elementary,Paradise Valley Unified District (4241),405930.0,387,116,195,192,7,1,172,28,153,8,18,31.60,12.25,"=""040593001240""",4241,Eagle Ridge Elementary School,Paradise Valley Unified District,37,Mathematics
