State Name,Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,Full-Time Equivalent (FTE) Teachers,Pupil/Teacher Ratio,School ID - NCES Assigned,School Name,District Entity ID,District Name,Percent Passing,Subject
Arizona,Washington Elementary School District,"=""0409060""",MARICOPA COUNTY,"=""04013""",1-Yes,–,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,616,290,300,316,9,61,210,30,287,3,16,32.00,19.25,"=""040906000652""",Abraham Lincoln Traditional School,4260,Washington Elementary School District,65,English Language Arts
Arizona,Washington Elementary School District,"=""0409060""",MARICOPA COUNTY,"=""04013""",1-Yes,–,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,616,290,300,316,9,61,210,30,287,3,16,32.00,19.25,"=""040906000652""",Abraham Lincoln Traditional School,4260,Washington Elementary School District,50,Math
Arizona,Washington Elementary School District,"=""0409060""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,772,559,395,377,31,19,331,37,328,5,21,41.00,18.83,"=""040906000915""",Acacia Elementary School,4260,Washington Elementary School District,48,English Language Arts
Arizona,Washington Elementary School District,"=""0409060""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,772,559,395,377,31,19,331,37,328,5,21,41.00,18.83,"=""040906000915""",Acacia Elementary School,4260,Washington Elementary School District,48,Math
Arizona,Vail Unified District,"=""0408850""",PIMA COUNTY,"=""04019""",1-Yes,2-Title I targeted assistance school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,584,191,293,291,7,12,170,14,359,"=""0""",22,–,–,"=""040885001510""",Acacia Elementary School,4413,Vail Unified District,43,English Language Arts
Arizona,Vail Unified District,"=""0408850""",PIMA COUNTY,"=""04019""",1-Yes,2-Title I targeted assistance school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,584,191,293,291,7,12,170,14,359,"=""0""",22,–,–,"=""040885001510""",Acacia Elementary School,4413,Vail Unified District,62,Math
Arizona,Ed Ahead,"=""0400817""",PIMA COUNTY,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes under Community Eligibility Option (CEO),1-Primary,82,"=""0""",43,39,4,"=""0""",37,5,33,"=""0""",3,–,–,"=""040081703191""",Academy Adventures Midtown,90506,Ed Ahead,17,English Language Arts
Arizona,Ed Ahead,"=""0400817""",PIMA COUNTY,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes under Community Eligibility Option (CEO),1-Primary,82,"=""0""",43,39,4,"=""0""",37,5,33,"=""0""",3,–,–,"=""040081703191""",Academy Adventures Midtown,90506,Ed Ahead,11,Math
Arizona,Academy Del Sol  Inc.,"=""0400797""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,1-Primary,85,–,38,47,3,"=""0""",59,12,11,"=""0""","=""0""",–,–,"=""040079702994""",Academy Del Sol,90199,"Academy Del Sol, Inc.",26,English Language Arts
Arizona,Academy Del Sol  Inc.,"=""0400797""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,1-Primary,85,–,38,47,3,"=""0""",59,12,11,"=""0""","=""0""",–,–,"=""040079702994""",Academy Del Sol,90199,"Academy Del Sol, Inc.",21,Math
Arizona,Academy Del Sol  Inc.,"=""0400797""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",No,1-Primary,556,–,276,280,15,1,423,14,91,6,6,–,–,"=""040079703230""",Academy Del Sol - Hope,90199,"Academy Del Sol, Inc.",28,English Language Arts
Arizona,Academy Del Sol  Inc.,"=""0400797""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0403""",No,1-Primary,556,–,276,280,15,1,423,14,91,6,6,–,–,"=""040079703230""",Academy Del Sol - Hope,90199,"Academy Del Sol, Inc.",36,Math
Arizona,Academy of Building Industries  Inc.,"=""0400414""",MOHAVE COUNTY,"=""04015""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",No,3-High,107,–,63,44,"=""0""","=""0""",31,6,69,"=""0""",1,–,–,"=""040041402412""",Academy of Building Industries,85540,"Academy of Building Industries, Inc.",8,English Language Arts
Arizona,Academy of Building Industries  Inc.,"=""0400414""",MOHAVE COUNTY,"=""04015""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",No,3-High,107,–,63,44,"=""0""","=""0""",31,6,69,"=""0""",1,–,–,"=""040041402412""",Academy of Building Industries,85540,"Academy of Building Industries, Inc.",10,Math
Arizona,Academy of Mathematics and Science  Inc.,"=""0400368""",PIMA COUNTY,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,4-Other,412,311,204,208,17,9,265,23,78,"=""0""",20,–,–,"=""040036802037""",Academy of Math and Science,79961,"Academy of Mathematics and Science, Inc.",62,English Language Arts
Arizona,Academy of Mathematics and Science  Inc.,"=""0400368""",PIMA COUNTY,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,4-Other,412,311,204,208,17,9,265,23,78,"=""0""",20,–,–,"=""040036802037""",Academy of Math and Science,79961,"Academy of Mathematics and Science, Inc.",61,Math
Arizona,Academy of Mathematics and Science South  Inc.,"=""0400891""",MARICOPA COUNTY,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,231,202,116,115,2,3,164,36,20,"=""0""",6,–,–,"=""040089103399""",Academy of Mathematics and Science South,90878,"Academy of Mathematics and Science South, Inc.",24,English Language Arts
Arizona,Academy of Mathematics and Science South  Inc.,"=""0400891""",MARICOPA COUNTY,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,231,202,116,115,2,3,164,36,20,"=""0""",6,–,–,"=""040089103399""",Academy of Mathematics and Science South,90878,"Academy of Mathematics and Science South, Inc.",22,Math
Arizona,Academy of Tucson  Inc.,"=""0400202""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,1-Primary,283,–,131,152,2,7,63,10,189,3,9,–,–,"=""040020203141""",Academy of Tucson Elementary School,78897,"Academy of Tucson, Inc.",64,English Language Arts
Arizona,Academy of Tucson  Inc.,"=""0400202""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,1-Primary,283,–,131,152,2,7,63,10,189,3,9,–,–,"=""040020203141""",Academy of Tucson Elementary School,78897,"Academy of Tucson, Inc.",48,Math
Arizona,Academy of Tucson  Inc.,"=""0400202""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,3-High,154,–,78,76,1,2,36,8,102,2,3,–,–,"=""040020201959""",Academy of Tucson High School,78897,"Academy of Tucson, Inc.",38,English Language Arts
Arizona,Academy of Tucson  Inc.,"=""0400202""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,3-High,154,–,78,76,1,2,36,8,102,2,3,–,–,"=""040020201959""",Academy of Tucson High School,78897,"Academy of Tucson, Inc.",40,Math
Arizona,Academy of Tucson  Inc.,"=""0400202""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,2-Middle,260,–,116,144,4,6,53,15,164,2,16,–,–,"=""040020202312""",Academy of Tucson Middle School,78897,"Academy of Tucson, Inc.",53,English Language Arts
Arizona,Academy of Tucson  Inc.,"=""0400202""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",No,2-Middle,260,–,116,144,4,6,53,15,164,2,16,–,–,"=""040020202312""",Academy of Tucson Middle School,78897,"Academy of Tucson, Inc.",51,Math
Arizona,Academy with Community Partners  Inc,"=""0400276""",MARICOPA COUNTY,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0405""",No,3-High,140,–,84,56,4,1,65,7,58,2,3,–,–,"=""040027601841""",Academy with Community Partners,79213,Academy with Community Partners  Inc,3,English Language Arts
Arizona,Academy with Community Partners  Inc,"=""0400276""",MARICOPA COUNTY,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0405""",No,3-High,140,–,84,56,4,1,65,7,58,2,3,–,–,"=""040027601841""",Academy with Community Partners,79213,Academy with Community Partners  Inc,3,Math
Arizona,Accelerated Learning Center  Inc.,"=""0400121""",MARICOPA COUNTY,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",No,3-High,198,–,110,88,"=""0""",2,19,1,175,"=""0""",1,–,–,"=""040012101581""",Accelerated Learning Center,4297,"Accelerated Learning Center, Inc.",28,English Language Arts
Arizona,Accelerated Learning Center  Inc.,"=""0400121""",MARICOPA COUNTY,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",No,3-High,198,–,110,88,"=""0""",2,19,1,175,"=""0""",1,–,–,"=""040012101581""",Accelerated Learning Center,4297,"Accelerated Learning Center, Inc.",10,Math
Arizona,Accelerated Elementary and Secondary Schools,"=""0400129""",PIMA COUNTY,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0403""",No,4-Other,220,–,121,99,1,3,117,9,84,1,5,–,–,"=""040012901790""",Accelerated Learning Laboratory,6364,Accelerated Elementary and Secondary Schools,45,English Language Arts
Arizona,Accelerated Elementary and Secondary Schools,"=""0400129""",PIMA COUNTY,"=""04019""",1-Yes,5-Title I schoolwide school,"=""0403""",No,4-Other,220,–,121,99,1,3,117,9,84,1,5,–,–,"=""040012901790""",Accelerated Learning Laboratory,6364,Accelerated Elementary and Secondary Schools,42,Math
Arizona,Acclaim Charter School,"=""0400122""",MARICOPA COUNTY,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,396,345,193,203,"=""0""","=""0""",388,3,2,"=""0""",3,–,–,"=""040012201585""",ACCLAIM Academy,4325,Acclaim Charter School,27,English Language Arts
Arizona,Acclaim Charter School,"=""0400122""",MARICOPA COUNTY,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,396,345,193,203,"=""0""","=""0""",388,3,2,"=""0""",3,–,–,"=""040012201585""",ACCLAIM Academy,4325,Acclaim Charter School,14,Math
Arizona,Acorn Montessori Charter School,"=""0400320""",YAVAPAI COUNTY,"=""04025""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,284,187,137,147,5,1,66,4,201,4,3,–,–,"=""040032002227""",Acorn Montessori Charter School,79437,Acorn Montessori Charter School,45,English Language Arts
Arizona,Acorn Montessori Charter School,"=""0400320""",YAVAPAI COUNTY,"=""04025""",1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,284,187,137,147,5,1,66,4,201,4,3,–,–,"=""040032002227""",Acorn Montessori Charter School,79437,Acorn Montessori Charter School,37,Math
Arizona,Mesa Unified District,"=""0404970""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,778,628,379,399,135,16,444,76,83,"=""0""",24,40.40,19.26,"=""040497000378""",Adams Elementary School,4235,Mesa Unified District,21,English Language Arts
Arizona,Mesa Unified District,"=""0404970""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,778,628,379,399,135,16,444,76,83,"=""0""",24,40.40,19.26,"=""040497000378""",Adams Elementary School,4235,Mesa Unified District,22,Math
Arizona,Choice Academies  Inc.,"=""0400805""",MARICOPA COUNTY,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,854,"=""0""",437,417,4,152,75,13,571,"=""0""",39,–,–,"=""040080503050""",Adams Traditional Academy,90138,"Choice Academies, Inc.",71,English Language Arts
Arizona,Choice Academies  Inc.,"=""0400805""",MARICOPA COUNTY,"=""04013""",1-Yes,6-Not a Title I school,"=""0406""",Yes participating without using any Provision or the CEO,1-Primary,854,"=""0""",437,417,4,152,75,13,571,"=""0""",39,–,–,"=""040080503050""",Adams Traditional Academy,90138,"Choice Academies, Inc.",73,Math
Arizona,Educational Impact  Inc.,"=""0400613""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,109,"=""0""",53,56,1,2,38,8,51,2,7,–,–,"=""040061302553""",Adventure School,81123,"Educational Impact, Inc.",56,English Language Arts
Arizona,Educational Impact  Inc.,"=""0400613""",PIMA COUNTY,"=""04019""",1-Yes,6-Not a Title I school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,109,"=""0""",53,56,1,2,38,8,51,2,7,–,–,"=""040061302553""",Adventure School,81123,"Educational Impact, Inc.",52,Math
Arizona,Tanque Verde Unified District,"=""0408280""",PIMA COUNTY,"=""04019""",2-No,2-Title I targeted assistance school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,493,79,240,253,7,9,75,1,385,"=""0""",16,32.53,15.16,"=""040828001150""",Agua Caliente School,4408,Tanque Verde Unified District,64,English Language Arts
Arizona,Tanque Verde Unified District,"=""0408280""",PIMA COUNTY,"=""04019""",2-No,2-Title I targeted assistance school,"=""0402""",Yes participating without using any Provision or the CEO,1-Primary,493,79,240,253,7,9,75,1,385,"=""0""",16,32.53,15.16,"=""040828001150""",Agua Caliente School,4408,Tanque Verde Unified District,56,Math
Arizona,Agua Fria Union High School District,"=""0400450""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,3-High,1725,1089,854,871,17,31,1073,219,339,7,39,92.00,18.75,"=""040045000001""",Agua Fria High School,4289,Agua Fria Union High School District,23,English Language Arts
Arizona,Agua Fria Union High School District,"=""0400450""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,3-High,1725,1089,854,871,17,31,1073,219,339,7,39,92.00,18.75,"=""040045000001""",Agua Fria High School,4289,Agua Fria Union High School District,23,Math
Arizona,Aguila Elementary District,"=""0400480""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,164,145,78,86,"=""0""","=""0""",148,"=""0""",11,"=""0""",5,9.00,18.22,"=""040048000002""",Aguila Elementary School,4249,Aguila Elementary District,19,English Language Arts
Arizona,Aguila Elementary District,"=""0400480""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0404""",Yes participating without using any Provision or the CEO,1-Primary,164,145,78,86,"=""0""","=""0""",148,"=""0""",11,"=""0""",5,9.00,18.22,"=""040048000002""",Aguila Elementary School,4249,Aguila Elementary District,20,Math
Arizona,Tempe School District,"=""0408310""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,516,397,256,260,52,4,364,31,55,5,5,29.90,17.26,"=""040831000763""",Aguilar School,4258,Tempe School District,16,English Language Arts
Arizona,Tempe School District,"=""0408310""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0409""",Yes participating without using any Provision or the CEO,1-Primary,516,397,256,260,52,4,364,31,55,5,5,29.90,17.26,"=""040831000763""",Aguilar School,4258,Tempe School District,23,Math
Arizona,Ajo Unified District,"=""0400520""",PIMA COUNTY,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",No,1-Primary,300,–,160,140,44,9,202,1,40,"=""0""",4,15.97,18.79,"=""040052000003""",Ajo Elementary School,4409,Ajo Unified District,20,English Language Arts
Arizona,Ajo Unified District,"=""0400520""",PIMA COUNTY,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",No,1-Primary,300,–,160,140,44,9,202,1,40,"=""0""",4,15.97,18.79,"=""040052000003""",Ajo Elementary School,4409,Ajo Unified District,19,Math
Arizona,Ajo Unified District,"=""0400520""",PIMA COUNTY,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",No,3-High,114,–,65,49,18,8,77,"=""0""",10,"=""0""",1,7.83,14.56,"=""040052003063""",Ajo High School,4409,Ajo Unified District,34,English Language Arts
Arizona,Ajo Unified District,"=""0400520""",PIMA COUNTY,"=""04019""",2-No,5-Title I schoolwide school,"=""0403""",No,3-High,114,–,65,49,18,8,77,"=""0""",10,"=""0""",1,7.83,14.56,"=""040052003063""",Ajo High School,4409,Ajo Unified District,38,Math
Arizona,Akimel O'Otham Pee Posh Charter School  Inc.,"=""0400404""",PINAL COUNTY,"=""04021""",1-Yes,5-Title I schoolwide school,"=""0401""",No,1-Primary,165,–,91,74,161,"=""0""",4,"=""0""","=""0""","=""0""","=""0""",–,–,"=""040040401993""",Akimel O'Otham Pee Posh (3-5),78966,"Akimel O'Otham Pee Posh Charter School, Inc.",11,English Language Arts
Arizona,Akimel O'Otham Pee Posh Charter School  Inc.,"=""0400404""",PINAL COUNTY,"=""04021""",1-Yes,5-Title I schoolwide school,"=""0401""",No,1-Primary,165,–,91,74,161,"=""0""",4,"=""0""","=""0""","=""0""","=""0""",–,–,"=""040040401993""",Akimel O'Otham Pee Posh (3-5),78966,"Akimel O'Otham Pee Posh Charter School, Inc.",16,Math
Arizona,American Leadership Academy  Inc.,"=""0400112""",MARICOPA COUNTY,"=""04013""",1-Yes,6-Not a Title I school,"=""0405""",No,1-Primary,741,–,361,380,8,7,114,23,576,1,12,–,–,"=""040011203328""",ALA QC  Elem,4348,"American Leadership Academy, Inc.",48,English Language Arts
Arizona,American Leadership Academy  Inc.,"=""0400112""",MARICOPA COUNTY,"=""04013""",1-Yes,6-Not a Title I school,"=""0405""",No,1-Primary,741,–,361,380,8,7,114,23,576,1,12,–,–,"=""040011203328""",ALA QC  Elem,4348,"American Leadership Academy, Inc.",59,Math
Arizona,Whiteriver Unified District,"=""0409160""",NAVAJO COUNTY,"=""04017""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Provision 2,3-High,517,"=""0""",269,248,506,1,3,"=""0""","=""0""","=""0""",7,26.60,19.44,"=""040916000005""",Alchesay High School,4394,Whiteriver Unified District,3,English Language Arts
Arizona,Whiteriver Unified District,"=""0409160""",NAVAJO COUNTY,"=""04017""",2-No,5-Title I schoolwide school,"=""0401""",Yes under Provision 2,3-High,517,"=""0""",269,248,506,1,3,"=""0""","=""0""","=""0""",7,26.60,19.44,"=""040916000005""",Alchesay High School,4394,Whiteriver Unified District,3,Math
Arizona,Phoenix Union High School District,"=""0406330""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,3-High,2770,2422,1451,1319,37,160,2153,238,151,6,25,139.60,19.84,"=""040633000538""",Alhambra High School,4286,Phoenix Union High School District,18,English Language Arts
Arizona,Phoenix Union High School District,"=""0406330""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,3-High,2770,2422,1451,1319,37,160,2153,238,151,6,25,139.60,19.84,"=""040633000538""",Alhambra High School,4286,Phoenix Union High School District,21,Math
Arizona,Alhambra Elementary District,"=""0400600""",MARICOPA COUNTY,"=""04013""",2-No,4-Title I schoolwide eligible school-No program,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,752,381,357,395,11,15,512,58,143,"=""0""",13,30.00,25.07,"=""040060001283""",Alhambra Traditional School,4280,Alhambra Elementary District,67,English Language Arts
Arizona,Alhambra Elementary District,"=""0400600""",MARICOPA COUNTY,"=""04013""",2-No,4-Title I schoolwide eligible school-No program,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,752,381,357,395,11,15,512,58,143,"=""0""",13,30.00,25.07,"=""040060001283""",Alhambra Traditional School,4280,Alhambra Elementary District,79,Math
Arizona,Yuma Elementary District,"=""0409600""",YUMA COUNTY,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,358,204,196,162,2,8,248,6,92,2,"=""0""",16.60,21.57,"=""040960000981""",Alice Byrne Elementary School,4499,Yuma Elementary District,45,English Language Arts
Arizona,Yuma Elementary District,"=""0409600""",YUMA COUNTY,"=""04027""",2-No,5-Title I schoolwide school,"=""0403""",Yes participating without using any Provision or the CEO,1-Primary,358,204,196,162,2,8,248,6,92,2,"=""0""",16.60,21.57,"=""040960000981""",Alice Byrne Elementary School,4499,Yuma Elementary District,54,Math
Arizona,Tucson Unified District,"=""0408800""",PIMA COUNTY,"=""04019""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,2-Middle,637,411,341,296,19,13,318,45,203,4,35,38.00,16.76,"=""040880000817""",Alice Vail Middle School,4403,Tucson Unified District,35,English Language Arts
Arizona,Tucson Unified District,"=""0408800""",PIMA COUNTY,"=""04019""",2-No,5-Title I schoolwide school,"=""0402""",Yes participating without using any Provision or the CEO,2-Middle,637,411,341,296,19,13,318,45,203,4,35,38.00,16.76,"=""040880000817""",Alice Vail Middle School,4403,Tucson Unified District,44,Math
Arizona,All Aboard Charter School,"=""0400396""",MARICOPA COUNTY,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,110,86,57,53,4,"=""0""",56,11,34,"=""0""",5,–,–,"=""040039602306""",All Aboard Charter School,79969,All Aboard Charter School,56,English Language Arts
Arizona,All Aboard Charter School,"=""0400396""",MARICOPA COUNTY,"=""04013""",1-Yes,5-Title I schoolwide school,"=""0407""",Yes participating without using any Provision or the CEO,1-Primary,110,86,57,53,4,"=""0""",56,11,34,"=""0""",5,–,–,"=""040039602306""",All Aboard Charter School,79969,All Aboard Charter School,47,Math
Arizona,Alpine Elementary District,"=""0400630""",APACHE COUNTY,"=""04001""",2-No,6-Not a Title I school,"=""0401""",No,1-Primary,58,–,28,30,2,"=""0""",11,"=""0""",45,"=""0""","=""0""",5.00,11.60,"=""040063000019""",Alpine Elementary School,4161,Alpine Elementary District,57,English Language Arts
Arizona,Alpine Elementary District,"=""0400630""",APACHE COUNTY,"=""04001""",2-No,6-Not a Title I school,"=""0401""",No,1-Primary,58,–,28,30,2,"=""0""",11,"=""0""",45,"=""0""","=""0""",5.00,11.60,"=""040063000019""",Alpine Elementary School,4161,Alpine Elementary District,62,Math
Arizona,Isaac Elementary District,"=""0403960""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes under Provision 2,1-Primary,775,"=""0""",396,379,6,2,724,27,15,"=""0""",1,40.75,19.02,"=""040396000314""",Alta E Butler School,4259,Isaac Elementary District,17,English Language Arts
Arizona,Isaac Elementary District,"=""0403960""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0407""",Yes under Provision 2,1-Primary,775,"=""0""",396,379,6,2,724,27,15,"=""0""",1,40.75,19.02,"=""040396000314""",Alta E Butler School,4259,Isaac Elementary District,16,Math
Arizona,Peoria Unified School District,"=""0406250""",MARICOPA COUNTY,"=""04013""",2-No,5-Title I schoolwide school,"=""0408""",Yes participating without using any Provision or the CEO,1-Primary,837,554,460,377,10,41,501,43,222,1,19,41.60,20.12,"=""040625000507""",Alta Loma School,4237,Peoria Unified School District,28,English Language Arts
